Société,Site commercial,Numéro de client,Groupe de clients,Agence commerciale,Article,Groupe de marchandises,Jour calendaire,Mois/Année,Poids net
SURAC,MBK C,102163,Grossistes,A15,4102,GR-PCDT,2/1/18,2/2018,-5.0000000000E-01
SURAC,MBK C,110024,Grossistes,A15,4203,GR-PCDT,12/23/17,12/2017,1.8500000000E+01
SURAC,MBK C,100008,Grossistes,A04,4203,GR-PCDT,8/15/17,8/2017,2.6500000000E+01
SURAC,MBK C,101956,Grossistes,A15,4504,GR-GCDT,5/12/18,5/2018,8.5000000000E+00
SURAC,MBK C,110119,Grossistes,A15,4504,GR-GCDT,6/9/18,6/2018,3.5000000000E+00
SURAC,MBK C,102163,Grossistes,A15,4504,GR-GCDT,6/5/18,6/2018,1.1000000000E+01
SURAC,MBK C,100416,Grossistes,A15,4203,GR-PCDT,11/21/18,11/2018,7.5000000000E+00
SURAC,MBK C,104207,Grossistes,A04,4203,GR-PCDT,7/25/17,7/2017,9.5000000000E+00
SURAC,MBK C,110024,Grossistes,A15,4203,GR-PCDT,11/14/18,11/2018,7.5000000000E+00
SURAC,MBK C,102096,Grossistes,A15,4203,GR-PCDT,12/3/18,12/2018,8.0000000000E+00
SURAC,MBK C,106029,Grossistes,A15,4102,GR-PCDT,4/26/17,4/2017,4.5000000000E+00
SURAC,MBK C,102058,Grossistes,A15,4203,GR-PCDT,4/5/17,4/2017,1.0500000000E+01
SURAC,MBK C,102703,Grossistes,A05,4203,GR-PCDT,2/4/17,2/2017,4.4700000000E+01
SURAC,MBK C,101956,Grossistes,A15,4203,GR-PCDT,7/11/18,7/2018,1.0000000000E+01
SURAC,MBK C,104027,Grossistes,A15,4504,GR-GCDT,4/20/17,4/2017,4.5000000000E+00
SURAC,MBK C,103093,Grossistes,A15,4203,GR-PCDT,9/4/18,9/2018,2.8500000000E+01
SURAC,MBK C,101016,Grossistes,A04,4203,GR-PCDT,8/17/18,8/2018,2.2500000000E+01
SURAC,MBK C,104207,Grossistes,A04,4203,GR-PCDT,7/4/18,7/2018,9.2000000000E+00
SURAC,MBK C,106029,Grossistes,A15,4102,GR-PCDT,1/15/18,1/2018,6.5000000000E+00
SURAC,MBK C,101016,Grossistes,A04,4203,GR-PCDT,12/14/18,12/2018,1.4500000000E+01
SURAC,MBK C,102163,Grossistes,A15,4203,GR-PCDT,8/13/18,8/2018,6.0000000000E+00
SURAC,MBK C,101588,Grossistes,A01,4203,GR-PCDT,12/19/18,12/2018,7.5000000000E+00
SURAC,MBK C,102714,Grossistes,A15,4203,GR-PCDT,5/2/17,5/2017,5.0000000000E-01
SURAC,MBK C,110119,Grossistes,A15,4504,GR-GCDT,11/8/18,11/2018,2.5000000000E+00
SURAC,MBK C,100008,Grossistes,A04,4203,GR-PCDT,6/9/17,6/2017,1.2500000000E+01
SURAC,MBK C,100416,Grossistes,A15,4203,GR-PCDT,4/18/17,4/2017,4.5000000000E+00
SURAC,MBK C,102058,Grossistes,A15,4203,GR-PCDT,1/19/17,1/2017,7.5000000000E+00
SURAC,MBK C,106029,Grossistes,A15,4102,GR-PCDT,4/13/17,4/2017,4.5000000000E+00
SURAC,MBK C,103988,Grossistes,A04,4102,GR-PCDT,10/11/18,10/2018,5.0000000000E-01
SURAC,MBK C,102703,Grossistes,A05,4203,GR-PCDT,1/9/18,1/2018,2.4500000000E+01
SURAC,MBK C,106139,Grossistes,A04,4102,GR-PCDT,2/15/18,2/2018,-5.0000000000E-01
SURAC,MBK C,110074,Grossistes,A15,4203,GR-PCDT,1/29/18,1/2018,1.2500000000E+01
SURAC,MBK C,110024,Grossistes,A15,4504,GR-GCDT,11/12/18,11/2018,7.5000000000E+00
SURAC,MBK C,101308,Grossistes,A05,4102,GR-PCDT,9/29/17,9/2017,5.0000000000E-01
SURAC,MBK C,101964,Grossistes,A15,4203,GR-PCDT,10/8/18,10/2018,1.1200000000E+01
SURAC,MBK C,101966,Grossistes,A15,4203,GR-PCDT,11/24/18,11/2018,1.2500000000E+01
SURAC,MBK C,102703,Grossistes,A05,4102,GR-PCDT,9/12/18,9/2018,2.5000000000E+00
SURAC,MBK C,102703,Grossistes,A05,4102,GR-PCDT,8/26/17,8/2017,1.5000000000E+00
SURAC,MBK C,103058,Grossistes,A05,4504,GR-GCDT,7/13/18,7/2018,6.5000000000E+00
SURAC,MBK C,110024,Grossistes,A15,4504,GR-GCDT,7/5/18,7/2018,-5.0000000000E-01
SURAC,MBK C,101956,Grossistes,A15,4203,GR-PCDT,10/29/18,10/2018,8.5000000000E+00
SURAC,MBK C,101016,Grossistes,A04,4102,GR-PCDT,8/17/17,8/2017,4.5000000000E+00
SURAC,MBK C,102703,Grossistes,A05,4203,GR-PCDT,7/9/18,7/2018,2.2500000000E+01
SURAC,MBK C,104027,Grossistes,A15,4203,GR-PCDT,12/25/17,12/2017,1.1500000000E+01
SURAC,MBK C,100007,Grossistes,A04,4203,GR-PCDT,11/16/18,11/2018,1.0500000000E+01
SURAC,MBK C,106029,Grossistes,A15,4102,GR-PCDT,10/29/18,10/2018,2.5000000000E+00
SURAC,MBK C,105940,Grossistes,A02,4203,GR-PCDT,5/20/17,5/2017,2.2600000000E+00
SURAC,MBK C,100921,Grossistes,A15,4203,GR-PCDT,12/11/17,12/2017,3.5000000000E+00
SURAC,MBK C,107712,Grossistes,A05,4203,GR-PCDT,5/10/17,5/2017,9.5000000000E+00
SURAC,MBK C,101956,Grossistes,A15,4504,GR-GCDT,5/1/18,5/2018,5.0000000000E-01
SURAC,MBK C,102096,Grossistes,A15,4203,GR-PCDT,6/14/17,6/2017,1.0500000000E+01
SURAC,MBK C,106498,Grossistes,A01,4203,GR-PCDT,11/23/18,11/2018,2.0500000000E+01
SURAC,MBK C,104027,Grossistes,A15,4519,GR-GCDT,3/21/18,3/2018,2.5000000000E+00
SURAC,MBK C,100007,Grossistes,A04,4102,GR-PCDT,10/24/18,10/2018,-5.0000000000E-01
SURAC,MBK C,100008,Grossistes,A04,4203,GR-PCDT,12/25/18,12/2018,1.2700000000E+01
SURAC,MBK C,110074,Grossistes,A15,4203,GR-PCDT,7/1/18,7/2018,1.6500000000E+01
SURAC,MBK C,100007,Grossistes,A04,4504,GR-GCDT,4/5/17,4/2017,5.5000000000E+00
SURAC,MBK C,104657,Grossistes,A04,4102,GR-PCDT,5/23/18,5/2018,4.5000000000E+00
SURAC,MBK C,101956,Grossistes,A15,4102,GR-PCDT,6/27/18,6/2018,5.0000000000E-01
SURAC,MBK C,110119,Grossistes,A15,4203,GR-PCDT,7/9/18,7/2018,3.5000000000E+00
SURAC,MBK C,104207,Grossistes,A04,4504,GR-GCDT,5/7/18,5/2018,1.3500000000E+01
SURAC,MBK C,100008,Grossistes,A04,4203,GR-PCDT,12/18/17,12/2017,1.1500000000E+01
SURAC,MBK C,110024,Grossistes,A15,4504,GR-GCDT,7/9/18,7/2018,8.5000000000E+00
SURAC,MBK C,101016,Grossistes,A04,4203,GR-PCDT,10/10/18,10/2018,2.2500000000E+01
SURAC,MBK C,102058,Grossistes,A15,4203,GR-PCDT,12/15/17,12/2017,1.0500000000E+01
SURAC,MBK C,107712,Grossistes,A05,4102,GR-PCDT,8/23/17,8/2017,5.0000000000E-01
SURAC,MBK C,110074,Grossistes,A15,4203,GR-PCDT,8/13/18,8/2018,2.0500000000E+01
SURAC,MBK C,110074,Grossistes,A15,4203,GR-PCDT,4/29/17,4/2017,2.5500000000E+01
SURAC,MBK C,100089,Grossistes,A15,4203,GR-PCDT,6/12/17,6/2017,1.1500000000E+01
SURAC,MBK C,102184,Grossistes,A15,4203,GR-PCDT,7/1/18,7/2018,1.4500000000E+01
SURAC,MBK C,110074,Grossistes,A15,4203,GR-PCDT,12/1/18,12/2018,1.2500000000E+01
SURAC,MBK C,102184,Grossistes,A15,4504,GR-GCDT,8/29/18,8/2018,3.5000000000E+00
SURAC,MBK C,100416,Grossistes,A15,4504,GR-GCDT,6/26/18,6/2018,5.0000000000E-01
SURAC,MBK C,106029,Grossistes,A15,4203,GR-PCDT,5/2/18,5/2018,2.6500000000E+01
SURAC,MBK C,101956,Grossistes,A15,4102,GR-PCDT,12/14/17,12/2017,-5.0000000000E-01
SURAC,MBK C,106029,Grossistes,A15,4203,GR-PCDT,5/25/17,5/2017,2.0500000000E+01
SURAC,MBK C,110024,Grossistes,A15,4504,GR-GCDT,5/31/18,5/2018,1.0500000000E+01
SURAC,MBK C,103058,Grossistes,A05,4203,GR-PCDT,5/6/17,5/2017,1.6500000000E+01
SURAC,MBK C,110119,Grossistes,A15,4504,GR-GCDT,7/10/17,7/2017,2.5000000000E+00
SURAC,MBK C,100008,Grossistes,A04,4203,GR-PCDT,8/11/17,8/2017,3.9500000000E+01
SURAC,MBK C,101956,Grossistes,A15,4102,GR-PCDT,8/24/17,8/2017,-5.0000000000E-01
SURAC,MBK C,104657,Grossistes,A04,4102,GR-PCDT,10/26/18,10/2018,1.2000000000E+01
SURAC,MBK C,110119,Grossistes,A15,4203,GR-PCDT,10/11/18,10/2018,2.5000000000E+00
SURAC,MBK C,102163,Grossistes,A15,4504,GR-GCDT,10/18/18,10/2018,5.5000000000E+00
SURAC,MBK C,102058,Grossistes,A15,4203,GR-PCDT,11/12/18,11/2018,1.0000000000E+01
SURAC,MBK C,104207,Grossistes,A04,4102,GR-PCDT,4/18/17,4/2017,5.0000000000E-01
SURAC,MBK C,102184,Grossistes,A15,4203,GR-PCDT,12/26/17,12/2017,2.8800000000E+01
SURAC,MBK C,100416,Grossistes,A15,4203,GR-PCDT,12/21/18,12/2018,5.5000000000E+00
SURAC,MBK C,104309,Grossistes,A05,4203,GR-PCDT,1/14/17,1/2017,8.5000000000E+00
SURAC,MBK C,110024,Grossistes,A15,4203,GR-PCDT,1/18/17,1/2017,4.5000000000E+00
SURAC,MBK C,110074,Grossistes,A15,4504,GR-GCDT,6/12/17,6/2017,-5.0000000000E-01
SURAC,MBK C,104207,Grossistes,A04,4203,GR-PCDT,12/24/18,12/2018,8.5000000000E+00
SURAC,MBK C,110074,Grossistes,A15,4102,GR-PCDT,7/13/17,7/2017,2.5000000000E+00
SURAC,MBK C,102703,Grossistes,A05,4203,GR-PCDT,9/13/18,9/2018,3.7700000000E+01
SURAC,MBK C,101952,Grossistes,A15,4504,GR-GCDT,4/3/17,4/2017,4.5000000000E+00
SURAC,MBK C,110074,Grossistes,A15,4203,GR-PCDT,9/25/17,9/2017,2.6500000000E+01
SURAC,MBK C,102058,Grossistes,A15,4203,GR-PCDT,6/28/18,6/2018,1.0000000000E+01
SURAC,MBK C,104207,Grossistes,A04,4203,GR-PCDT,8/29/18,8/2018,1.0500000000E+01
SURAC,MBK C,101016,Grossistes,A04,4203,GR-PCDT,4/15/17,4/2017,1.8400000000E+01
SURAC,MBK C,106029,Grossistes,A15,4504,GR-GCDT,12/11/17,12/2017,1.2500000000E+01
SURAC,MBK C,107011,Grossistes,A15,4203,GR-PCDT,4/25/17,4/2017,1.3500000000E+01
SURAC,MBK C,110024,Grossistes,A15,4203,GR-PCDT,12/13/17,12/2017,7.5000000000E+00
SURAC,MBK C,101016,Grossistes,A04,4203,GR-PCDT,9/7/18,9/2018,2.2500000000E+01
SURAC,MBK C,101956,Grossistes,A15,4203,GR-PCDT,5/6/18,5/2018,1.5800000000E+01
SURAC,MBK C,101956,Grossistes,A15,4203,GR-PCDT,12/6/17,12/2017,1.1500000000E+01
SURAC,MBK C,102163,Grossistes,A15,4203,GR-PCDT,6/22/18,6/2018,5.0000000000E+00
SURAC,MBK C,101956,Grossistes,A15,4504,GR-GCDT,5/28/18,5/2018,1.3500000000E+01
SURAC,MBK C,110024,Grossistes,A15,4203,GR-PCDT,8/14/18,8/2018,1.2500000000E+01
SURAC,MBK C,101956,Grossistes,A15,4203,GR-PCDT,8/12/17,8/2017,8.1000000000E+00
SURAC,MBK C,102184,Grossistes,A15,4203,GR-PCDT,6/30/18,6/2018,1.4500000000E+01
SURAC,MBK C,102058,Grossistes,A15,4203,GR-PCDT,7/20/17,7/2017,7.5000000000E+00
SURAC,MBK C,100383,Grossistes,A05,4203,GR-PCDT,1/10/17,1/2017,1.0500000000E+01
SURAC,MBK C,100007,Grossistes,A04,4203,GR-PCDT,6/11/17,6/2017,1.1500000000E+01
SURAC,MBK C,103086,Grossistes,A15,4102,GR-PCDT,4/18/17,4/2017,-5.0000000000E-01
SURAC,MBK C,106029,Grossistes,A15,4203,GR-PCDT,7/31/18,7/2018,2.2500000000E+01
SURAC,MBK C,100008,Grossistes,A04,4203,GR-PCDT,6/1/18,6/2018,1.9500000000E+01
SURAC,MBK C,102184,Grossistes,A15,4203,GR-PCDT,12/4/18,12/2018,1.4500000000E+01
SURAC,MBK C,102096,Grossistes,A15,4203,GR-PCDT,6/14/18,6/2018,1.0000000000E+01
SURAC,MBK C,102184,Grossistes,A15,4504,GR-GCDT,12/4/17,12/2017,1.5000000000E+00
SURAC,MBK C,110024,Grossistes,A15,4519,GR-GCDT,4/10/18,4/2018,2.1500000000E+01
SURAC,MBK C,103077,Grossistes,A15,4203,GR-PCDT,5/17/17,5/2017,4.5000000000E+00
SURAC,MBK C,100416,Grossistes,A15,4203,GR-PCDT,4/25/17,4/2017,8.5000000000E+00
SURAC,MBK C,103058,Grossistes,A05,4203,GR-PCDT,10/20/18,10/2018,1.6700000000E+01
SURAC,MBK C,102096,Grossistes,A15,4504,GR-GCDT,11/23/18,11/2018,1.5000000000E+00
SURAC,MBK C,100007,Grossistes,A04,4102,GR-PCDT,5/23/18,5/2018,5.0000000000E-01
SURAC,MBK C,101964,Grossistes,A15,4203,GR-PCDT,1/25/17,1/2017,1.1500000000E+01
SURAC,MBK C,110024,Grossistes,A15,4504,GR-GCDT,1/5/18,1/2018,5.0000000000E-01
SURAC,MBK C,102703,Grossistes,A05,4203,GR-PCDT,12/19/17,12/2017,2.8500000000E+01
SURAC,MBK C,102184,Grossistes,A15,4203,GR-PCDT,6/3/18,6/2018,1.4500000000E+01
SURAC,MBK C,102703,Grossistes,A05,4203,GR-PCDT,9/27/17,9/2017,4.9500000000E+01
SURAC,MBK C,104640,Grossistes,A05,4504,GR-GCDT,10/3/18,10/2018,2.5000000000E+00
SURAC,MBK C,102096,Grossistes,A15,4504,GR-GCDT,10/7/17,10/2017,1.5000000000E+00
SURAC,MBK C,106029,Grossistes,A15,4504,GR-GCDT,10/5/17,10/2017,1.2500000000E+01
SURAC,MBK C,104309,Grossistes,A05,4504,GR-GCDT,4/13/17,4/2017,1.2500000000E+01
SURAC,MBK C,103077,Grossistes,A15,4203,GR-PCDT,12/8/17,12/2017,9.5000000000E+00
SURAC,MBK C,102184,Grossistes,A15,4504,GR-GCDT,5/10/17,5/2017,1.0500000000E+01
SURAC,MBK C,110119,Grossistes,A15,4102,GR-PCDT,10/11/18,10/2018,-5.0000000000E-01
SURAC,MBK C,101956,Grossistes,A15,4203,GR-PCDT,12/18/18,12/2018,1.7000000000E+01
SURAC,MBK C,101956,Grossistes,A15,4203,GR-PCDT,12/26/18,12/2018,1.3500000000E+01
SURAC,MBK C,100007,Grossistes,A04,4504,GR-GCDT,1/20/18,1/2018,5.0000000000E-01
SURAC,MBK C,110024,Grossistes,A15,4203,GR-PCDT,7/18/18,7/2018,4.5000000000E+00
SURAC,MBK C,100007,Grossistes,A04,4203,GR-PCDT,7/27/18,7/2018,7.0000000000E+00
SURAC,MBK C,100921,Grossistes,A15,4203,GR-PCDT,1/6/17,1/2017,4.4000000000E+00
SURAC,MBK C,103077,Grossistes,A15,4203,GR-PCDT,12/9/17,12/2017,9.5000000000E+00
SURAC,MBK C,110074,Grossistes,A15,4504,GR-GCDT,8/8/18,8/2018,5.0000000000E-01
SURAC,MBK C,102096,Grossistes,A15,4203,GR-PCDT,4/28/17,4/2017,1.0500000000E+01
SURAC,MBK C,110024,Grossistes,A15,4504,GR-GCDT,1/17/17,1/2017,2.5000000000E+00
SURAC,MBK C,104207,Grossistes,A04,4203,GR-PCDT,4/28/17,4/2017,1.0500000000E+01
SURAC,MBK C,104207,Grossistes,A04,4203,GR-PCDT,2/1/18,2/2018,1.9500000000E+01
SURAC,MBK C,102096,Grossistes,A15,4102,GR-PCDT,7/26/17,7/2017,5.0000000000E-01
SURAC,MBK C,104637,Grossistes,A15,4519,GR-GCDT,3/23/18,3/2018,2.7400000000E+01
SURAC,MBK C,102703,Grossistes,A05,4203,GR-PCDT,8/31/18,8/2018,4.1700000000E+01
SURAC,MBK C,106029,Grossistes,A15,4203,GR-PCDT,8/5/18,8/2018,2.2500000000E+01
SURAC,MBK C,102163,Grossistes,A15,4102,GR-PCDT,5/23/17,5/2017,-5.0000000000E-01
SURAC,MBK C,100416,Grossistes,A15,4203,GR-PCDT,7/23/18,7/2018,7.5000000000E+00
SURAC,MBK C,101941,Grossistes,A05,4203,GR-PCDT,5/9/18,5/2018,6.5000000000E+00
SURAC,MBK C,101079,Grossistes,A04,4203,GR-PCDT,12/13/18,12/2018,1.1500000000E+01
SURAC,MBK C,104657,Grossistes,A04,4504,GR-GCDT,4/30/18,4/2018,4.5000000000E+00
SURAC,MBK C,106498,Grossistes,A01,4203,GR-PCDT,12/11/18,12/2018,6.5000000000E+00
SURAC,MBK C,101952,Grossistes,A15,4203,GR-PCDT,9/3/18,9/2018,8.2000000000E+00
SURAC,MBK C,104657,Grossistes,A04,4203,GR-PCDT,10/25/18,10/2018,5.5500000000E+01
SURAC,MBK C,101956,Grossistes,A15,4203,GR-PCDT,5/27/17,5/2017,2.2500000000E+01
SURAC,MBK C,100416,Grossistes,A15,4203,GR-PCDT,12/5/17,12/2017,9.5000000000E+00
SURAC,MBK C,106498,Grossistes,A01,4102,GR-PCDT,12/15/17,12/2017,6.5000000000E+00
SURAC,MBK C,104309,Grossistes,A05,4203,GR-PCDT,9/24/18,9/2018,1.4700000000E+01
SURAC,MBK C,102058,Grossistes,A15,4504,GR-GCDT,10/5/18,10/2018,-5.0000000000E-01
SURAC,MBK C,104409,Grossistes,A05,4203,GR-PCDT,5/21/18,5/2018,8.5000000000E+00
SURAC,MBK C,103605,Grossistes,A05,4203,GR-PCDT,6/23/18,6/2018,3.5000000000E+00
SURAC,MBK C,101016,Grossistes,A04,4203,GR-PCDT,12/13/17,12/2017,2.2500000000E+01
SURAC,MBK C,101956,Grossistes,A15,4102,GR-PCDT,9/8/18,9/2018,2.5000000000E+00
SURAC,MBK C,102000,Grossistes,A15,4519,GR-GCDT,4/17/18,4/2018,4.6000000000E+01
SURAC,MBK C,100007,Grossistes,A04,4504,GR-GCDT,1/23/17,1/2017,-5.0000000000E-01
SURAC,MBK C,101964,Grossistes,A15,4203,GR-PCDT,2/5/18,2/2018,1.2500000000E+01
SURAC,MBK C,100008,Grossistes,A04,4102,GR-PCDT,10/11/18,10/2018,5.0000000000E-01
SURAC,MBK C,102058,Grossistes,A15,4203,GR-PCDT,9/29/17,9/2017,8.5000000000E+00
SURAC,MBK C,110119,Grossistes,A15,4102,GR-PCDT,7/19/18,7/2018,-5.0000000000E-01
SURAC,MBK C,104642,Grossistes,A05,4504,GR-GCDT,5/20/18,5/2018,4.5000000000E+00
SURAC,MBK C,103605,Grossistes,A05,4203,GR-PCDT,8/17/18,8/2018,7.5000000000E+00
SURAC,MBK C,100383,Grossistes,A05,4203,GR-PCDT,5/21/18,5/2018,5.5000000000E+00
SURAC,MBK C,110024,Grossistes,A15,4203,GR-PCDT,5/24/17,5/2017,8.5000000000E+00
SURAC,MBK C,110024,Grossistes,A15,4504,GR-GCDT,12/3/18,12/2018,1.8500000000E+01
SURAC,MBK C,100383,Grossistes,A05,4102,GR-PCDT,10/10/18,10/2018,-5.0000000000E-01
SURAC,MBK C,103086,Grossistes,A15,4203,GR-PCDT,12/29/17,12/2017,1.2500000000E+01
SURAC,MBK C,104207,Grossistes,A04,4102,GR-PCDT,8/4/18,8/2018,1.0500000000E+01
SURAC,MBK C,110074,Grossistes,A15,4504,GR-GCDT,2/7/18,2/2018,-5.0000000000E-01
SURAC,MBK C,102184,Grossistes,A15,4203,GR-PCDT,5/22/17,5/2017,1.4800000000E+01
SURAC,MBK C,102714,Grossistes,A15,4504,GR-GCDT,5/2/17,5/2017,1.0500000000E+01
SURAC,MBK C,106029,Grossistes,A15,4102,GR-PCDT,7/23/18,7/2018,3.5000000000E+00
SURAC,MBK C,107712,Grossistes,A05,4504,GR-GCDT,11/27/18,11/2018,6.5000000000E+00
SURAC,MBK C,102184,Grossistes,A15,4203,GR-PCDT,8/14/18,8/2018,1.4500000000E+01
SURAC,MBK C,110024,Grossistes,A15,4203,GR-PCDT,11/8/18,11/2018,1.8500000000E+01
SURAC,MBK C,100921,Grossistes,A15,4504,GR-GCDT,8/2/18,8/2018,7.5000000000E+00
SURAC,MBK C,107711,Grossistes,A05,4203,GR-PCDT,1/3/17,1/2017,1.2500000000E+01
SURAC,MBK C,110074,Grossistes,A15,4504,GR-GCDT,5/4/17,5/2017,6.5000000000E+00
SURAC,MBK C,102163,Grossistes,A15,4203,GR-PCDT,5/25/17,5/2017,5.0000000000E-01
SURAC,MBK C,105940,Grossistes,A02,4203,GR-PCDT,5/10/18,5/2018,1.4200000000E+00
SURAC,MBK C,100008,Grossistes,A04,4203,GR-PCDT,5/9/17,5/2017,2.5500000000E+01
SURAC,MBK C,100921,Grossistes,A15,4504,GR-GCDT,9/1/18,9/2018,5.5000000000E+00
SURAC,MBK C,103077,Grossistes,A15,4203,GR-PCDT,4/22/17,4/2017,7.5000000000E+00
