Société,Site commercial,Numéro de client,Groupe de clients,Agence commerciale,Article,Groupe de marchandises,Jour calendaire,Mois/Année,Poids net
SUTA,Oulad Ayad,101911,Grossistes,A07,4100,GR-PCDT,1/31/17,1/2017,-1.0000000000E+00
SUTA,Oulad Ayad,103063,Grossistes,A02,4205,GR-PCDT,2/4/17,2/2017,3.1200000000E+00
SUTA,Oulad Ayad,110019,Grossistes,A07,4500,GR-GCDT,2/4/17,2/2017,5.0000000000E+00
SUTA,Oulad Ayad,104019,Grossistes,A07,4205,GR-PCDT,5/29/17,5/2017,6.9000000000E+00
SUTA,Oulad Ayad,103063,Grossistes,A02,4205,GR-PCDT,1/25/18,1/2018,1.2900000000E+01
SUTA,Oulad Ayad,105683,Grossistes,A09,1000,Pain,4/7/17,4/2017,5.5400000000E+00
SUTA,Oulad Ayad,104645,GMS,A09,4205,GR-PCDT,8/8/18,8/2018,2.5956000000E+01
SUTA,Oulad Ayad,110040,Grossistes,A09,1000,Pain,3/23/18,3/2018,6.4680000000E+00
SUTA,Oulad Ayad,101011,Grossistes,A09,1000,Pain,1/2/18,1/2018,7.3000000000E+00
SUTA,Oulad Ayad,105683,Grossistes,A09,4500,GR-GCDT,8/2/17,8/2017,1.0500000000E+01
SUTA,Oulad Ayad,102001,Grossistes,A06,4205,GR-PCDT,5/18/17,5/2017,2.6508000000E+01
SUTA,Oulad Ayad,105983,Grossistes,A01,4500,GR-GCDT,3/29/17,3/2017,3.5500000000E+01
SUTA,Oulad Ayad,103137,Grossistes,A07,2004,Lingot,6/3/17,6/2017,-5.0000000000E-01
SUTA,Oulad Ayad,101560,Grossistes,A07,2004,Lingot,12/22/17,12/2017,5.0000000000E-01
SUTA,Oulad Ayad,100001,Grossistes,A09,3002,Morceau,8/15/17,8/2017,-1.0000000000E+00
SUTA,Oulad Ayad,100001,Grossistes,A09,4500,GR-GCDT,9/7/18,9/2018,1.0000000000E+00
SUTA,Oulad Ayad,110040,Grossistes,A09,4500,GR-GCDT,12/4/18,12/2018,-5.0000000000E-01
SUTA,Oulad Ayad,101163,Grossistes,A07,1000,Pain,2/3/18,2/2018,9.0000000000E-01
SUTA,Oulad Ayad,101750,Grossistes,A09,4205,GR-PCDT,9/14/17,9/2017,5.0400000000E-01
SUTA,Oulad Ayad,103095,Grossistes,A02,4205,GR-PCDT,6/12/18,6/2018,1.0500000000E+01
SUTA,Oulad Ayad,110040,Grossistes,A09,4205,GR-PCDT,5/19/18,5/2018,4.5000000000E+00
SUTA,Oulad Ayad,103063,Grossistes,A02,4500,GR-GCDT,12/19/17,12/2017,1.2500000000E+01
SUTA,Oulad Ayad,101750,Grossistes,A09,1000,Pain,9/18/17,9/2017,9.7000000000E+00
SUTA,Oulad Ayad,104019,Grossistes,A07,1000,Pain,2/6/17,2/2017,7.9400000000E+00
SUTA,Oulad Ayad,104551,Grossistes,A09,1000,Pain,8/7/17,8/2017,2.3300000000E+01
SUTA,Oulad Ayad,104646,Grossistes,A02,4205,GR-PCDT,4/3/18,4/2018,2.7000000000E+00
SUTA,Oulad Ayad,106237,Grossistes,A01,4100,GR-PCDT,4/15/17,4/2017,5.0000000000E-01
SUTA,Oulad Ayad,103601,Grossistes,A09,4500,GR-GCDT,9/6/18,9/2018,-5.0000000000E-01
SUTA,Oulad Ayad,101163,Grossistes,A07,4205,GR-PCDT,8/11/18,8/2018,5.7000000000E+00
SUTA,Oulad Ayad,110040,Grossistes,A09,4205,GR-PCDT,8/16/17,8/2017,1.5000000000E+00
SUTA,Oulad Ayad,101845,Grossistes,A02,4500,GR-GCDT,8/17/17,8/2017,3.3000000000E+00
SUTA,Oulad Ayad,105683,Grossistes,A09,4500,GR-GCDT,11/23/18,11/2018,6.5000000000E+00
SUTA,Oulad Ayad,103082,Grossistes,A09,1000,Pain,2/18/17,2/2017,5.0280000000E+00
SUTA,Oulad Ayad,104551,Grossistes,A09,4500,GR-GCDT,12/9/17,12/2017,1.5000000000E+00
SUTA,Oulad Ayad,100994,Industriels,A07,4500,GR-GCDT,5/13/18,5/2018,5.2500000000E+01
SUTA,Oulad Ayad,105983,Grossistes,A01,1000,Pain,10/15/18,10/2018,1.2500000000E+01
SUTA,Oulad Ayad,103095,Grossistes,A02,4205,GR-PCDT,2/28/18,2/2018,5.7000000000E+00
SUTA,Oulad Ayad,105941,Grossistes,A07,4205,GR-PCDT,6/9/18,6/2018,1.5504000000E+01
SUTA,Oulad Ayad,101560,Grossistes,A07,4100,GR-PCDT,9/4/18,9/2018,-1.0000000000E+00
SUTA,Oulad Ayad,104646,Grossistes,A02,4205,GR-PCDT,12/19/17,12/2017,9.0000000000E-01
SUTA,Oulad Ayad,100283,Grossistes,A09,4205,GR-PCDT,10/27/17,10/2017,5.4000000000E-01
SUTA,Oulad Ayad,103051,Grossistes,A09,1000,Pain,4/4/17,4/2017,6.5000000000E+00
SUTA,Oulad Ayad,102633,Grossistes,A09,2004,Lingot,5/4/17,5/2017,-1.2500000000E+00
SUTA,Oulad Ayad,103557,Grossistes,A07,4205,GR-PCDT,3/6/17,3/2017,0.0000000000E+00
SUTA,Oulad Ayad,106219,Grossistes,A07,4205,GR-PCDT,5/21/18,5/2018,9.0000000000E-01
SUTA,Oulad Ayad,103203,Grossistes,A07,4205,GR-PCDT,3/13/17,3/2017,1.3500000000E+01
SUTA,Oulad Ayad,100006,Grossistes,A09,1000,Pain,7/28/17,7/2017,1.9108000000E+01
SUTA,Oulad Ayad,102633,Grossistes,A09,4500,GR-GCDT,5/23/17,5/2017,-5.0000000000E-01
SUTA,Oulad Ayad,110019,Grossistes,A07,1000,Pain,9/26/18,9/2018,9.0000000000E-01
SUTA,Oulad Ayad,108093,Grossistes,A09,4500,GR-GCDT,1/31/18,1/2018,9.5000000000E-01
SUTA,Oulad Ayad,101011,Grossistes,A09,1000,Pain,10/18/17,10/2017,6.5000000000E+00
SUTA,Oulad Ayad,104970,Grossistes,A01,4205,GR-PCDT,1/4/18,1/2018,1.0500000000E+01
SUTA,Oulad Ayad,101750,Grossistes,A09,1000,Pain,11/17/17,11/2017,7.3000000000E+00
SUTA,Oulad Ayad,105061,Grossistes,A09,4100,GR-PCDT,6/17/17,6/2017,-1.0000000000E+00
SUTA,Oulad Ayad,103051,Grossistes,A09,4205,GR-PCDT,6/17/17,6/2017,5.4000000000E-01
SUTA,Oulad Ayad,101719,Grossistes,A09,4205,GR-PCDT,1/31/18,1/2018,-3.0000000000E-01
SUTA,Oulad Ayad,110019,Grossistes,A07,4205,GR-PCDT,12/30/17,12/2017,1.0800000000E-01
SUTA,Oulad Ayad,105941,Grossistes,A07,1000,Pain,5/23/17,5/2017,2.6500000000E+01
SUTA,Oulad Ayad,101509,Grossistes,A02,4100,GR-PCDT,7/24/18,7/2018,-1.1000000000E+00
SUTA,Oulad Ayad,103063,Grossistes,A02,4500,GR-GCDT,10/12/17,10/2017,3.5000000000E+00
SUTA,Oulad Ayad,104482,GMS,A05,4205,GR-PCDT,3/13/17,3/2017,2.5956000000E+01
SUTA,Oulad Ayad,100994,Industriels,A07,4500,GR-GCDT,9/12/18,9/2018,7.9500000000E+01
SUTA,Oulad Ayad,103082,Grossistes,A09,1000,Pain,10/12/17,10/2017,8.6920000000E+00
SUTA,Oulad Ayad,101845,Grossistes,A02,4205,GR-PCDT,4/17/18,4/2018,3.9000000000E+00
SUTA,Oulad Ayad,106041,Grossistes,A02,3002,Morceau,3/22/17,3/2017,-5.0000000000E-01
SUTA,Oulad Ayad,105992,Grossistes,A09,1000,Pain,10/26/18,10/2018,1.4500000000E+01
SUTA,Oulad Ayad,101675,Grossistes,A02,4205,GR-PCDT,3/5/18,3/2018,1.5000000000E+00
SUTA,Oulad Ayad,104551,Grossistes,A09,1000,Pain,6/28/18,6/2018,1.8500000000E+01
SUTA,Oulad Ayad,101747,Grossistes,A09,1000,Pain,2/14/18,2/2018,3.3000000000E+00
SUTA,Oulad Ayad,101938,Grossistes,A09,4205,GR-PCDT,6/9/17,6/2017,-3.0000000000E-01
SUTA,Oulad Ayad,105983,Grossistes,A01,4500,GR-GCDT,8/11/18,8/2018,5.0000000000E-01
SUTA,Oulad Ayad,103082,Grossistes,A09,2004,Lingot,5/31/17,5/2017,-5.0000000000E-01
SUTA,Oulad Ayad,101951,Grossistes,A09,4500,GR-GCDT,5/15/18,5/2018,-5.0000000000E-01
SUTA,Oulad Ayad,105683,Grossistes,A09,4205,GR-PCDT,10/2/18,10/2018,8.7000000000E+00
SUTA,Oulad Ayad,101901,Grossistes,A09,4100,GR-PCDT,4/13/17,4/2017,-1.0000000000E+00
SUTA,Oulad Ayad,100006,Grossistes,A09,4100,GR-PCDT,7/10/17,7/2017,5.0000000000E-01
SUTA,Oulad Ayad,101750,Grossistes,A09,1000,Pain,9/6/17,9/2017,8.5000000000E+00
SUTA,Oulad Ayad,108093,Grossistes,A09,4100,GR-PCDT,5/30/17,5/2017,5.0000000000E-01
SUTA,Oulad Ayad,103063,Grossistes,A02,4205,GR-PCDT,12/9/17,12/2017,2.1000000000E+00
SUTA,Oulad Ayad,104551,Grossistes,A09,1000,Pain,8/17/18,8/2018,3.3684000000E+01
SUTA,Oulad Ayad,104646,Grossistes,A02,4205,GR-PCDT,6/25/18,6/2018,9.0000000000E-01
SUTA,Oulad Ayad,102157,Grossistes,A02,4205,GR-PCDT,7/10/17,7/2017,1.8600000000E+00
SUTA,Oulad Ayad,101901,Grossistes,A09,4205,GR-PCDT,7/28/17,7/2017,9.0000000000E-01
SUTA,Oulad Ayad,105983,Grossistes,A01,4205,GR-PCDT,9/20/18,9/2018,3.3000000000E+00
SUTA,Oulad Ayad,101694,Grossistes,A02,4205,GR-PCDT,9/19/18,9/2018,4.5000000000E+00
SUTA,Oulad Ayad,101719,Grossistes,A09,4205,GR-PCDT,4/29/17,4/2017,-3.0000000000E-01
SUTA,Oulad Ayad,101163,Grossistes,A07,4205,GR-PCDT,6/20/18,6/2018,4.5000000000E+00
SUTA,Oulad Ayad,105983,Grossistes,A01,4100,GR-PCDT,6/13/18,6/2018,5.0000000000E-01
SUTA,Oulad Ayad,101938,Grossistes,A09,4205,GR-PCDT,12/19/17,12/2017,-4.9200000000E-01
SUTA,Oulad Ayad,103063,Grossistes,A02,4205,GR-PCDT,5/17/17,5/2017,9.0000000000E-01
SUTA,Oulad Ayad,105941,Grossistes,A07,1000,Pain,11/27/17,11/2017,2.6500000000E+01
SUTA,Oulad Ayad,104019,Grossistes,A07,4500,GR-GCDT,1/9/18,1/2018,1.5000000000E+00
SUTA,Oulad Ayad,105992,Grossistes,A09,4205,GR-PCDT,12/20/18,12/2018,1.0500000000E+01
SUTA,Oulad Ayad,103601,Grossistes,A09,4500,GR-GCDT,11/20/17,11/2017,-5.0000000000E-01
SUTA,Oulad Ayad,103051,Grossistes,A09,4205,GR-PCDT,5/11/18,5/2018,3.1080000000E+00
SUTA,Oulad Ayad,103082,Grossistes,A09,4500,GR-GCDT,2/17/17,2/2017,5.0000000000E-01
SUTA,Oulad Ayad,103557,Grossistes,A07,2004,Lingot,9/27/17,9/2017,5.0000000000E-01
SUTA,Oulad Ayad,105941,Grossistes,A07,4500,GR-GCDT,12/19/18,12/2018,3.5500000000E+01
SUTA,Oulad Ayad,110040,Grossistes,A09,4205,GR-PCDT,11/20/17,11/2017,3.9000000000E+00
SUTA,Oulad Ayad,101750,Grossistes,A09,1000,Pain,11/8/18,11/2018,3.8500000000E+01
SUTA,Oulad Ayad,103601,Grossistes,A09,3002,Morceau,8/4/17,8/2017,-1.0000000000E+00
SUTA,Oulad Ayad,105683,Grossistes,A09,4100,GR-PCDT,7/5/18,7/2018,-5.0000000000E-01
SUTA,Oulad Ayad,110019,Grossistes,A07,4100,GR-PCDT,8/27/18,8/2018,-1.0000000000E+00
SUTA,Oulad Ayad,105983,Grossistes,A01,4205,GR-PCDT,11/19/18,11/2018,9.0000000000E-01
SUTA,Oulad Ayad,104551,Grossistes,A09,4205,GR-PCDT,9/22/18,9/2018,-3.0000000000E-01
SUTA,Oulad Ayad,106235,Grossistes,A05,3002,Morceau,4/12/17,4/2017,-1.0000000000E+00
SUTA,Oulad Ayad,105983,Grossistes,A01,3002,Morceau,10/31/17,10/2017,-1.0000000000E+00
SUTA,Oulad Ayad,105683,Grossistes,A09,4500,GR-GCDT,7/26/18,7/2018,6.5000000000E+00
SUTA,Oulad Ayad,103082,Grossistes,A09,4205,GR-PCDT,2/10/17,2/2017,-5.4000000000E-01
SUTA,Oulad Ayad,101951,Grossistes,A09,4100,GR-PCDT,5/30/18,5/2018,-1.0000000000E+00
SUTA,Oulad Ayad,101938,Grossistes,A09,4500,GR-GCDT,7/28/17,7/2017,-5.0000000000E-01
SUTA,Oulad Ayad,101062,Grossistes,A01,4500,GR-GCDT,4/5/17,4/2017,1.0500000000E+01
SUTA,Oulad Ayad,101694,Grossistes,A02,4500,GR-GCDT,10/16/18,10/2018,9.5000000000E+00
SUTA,Oulad Ayad,101901,Grossistes,A09,4100,GR-PCDT,11/13/18,11/2018,-5.0000000000E-01
SUTA,Oulad Ayad,100006,Grossistes,A09,4100,GR-PCDT,2/24/17,2/2017,1.5000000000E+00
SUTA,Oulad Ayad,101845,Grossistes,A02,3002,Morceau,2/28/18,2/2018,-2.0000000000E-01
SUTA,Oulad Ayad,101845,Grossistes,A02,4100,GR-PCDT,11/26/18,11/2018,-1.0000000000E+00
SUTA,Oulad Ayad,104019,Grossistes,A07,4500,GR-GCDT,11/27/18,11/2018,6.5000000000E+00
SUTA,Oulad Ayad,101747,Grossistes,A09,4205,GR-PCDT,6/19/17,6/2017,2.1000000000E+00
SUTA,Oulad Ayad,100846,Grossistes,A09,4500,GR-GCDT,8/8/18,8/2018,3.5000000000E+00
SUTA,Oulad Ayad,103557,Grossistes,A07,4100,GR-PCDT,6/8/17,6/2017,-1.0000000000E+00
SUTA,Oulad Ayad,102157,Grossistes,A02,4100,GR-PCDT,7/22/17,7/2017,-1.0000000000E+00
SUTA,Oulad Ayad,106237,Grossistes,A01,1000,Pain,8/19/17,8/2017,1.4920000000E+00
SUTA,Oulad Ayad,102001,Grossistes,A06,4205,GR-PCDT,10/30/17,10/2017,2.6508000000E+01
SUTA,Oulad Ayad,110040,Grossistes,A09,4205,GR-PCDT,10/18/17,10/2017,2.9400000000E+00
SUTA,Oulad Ayad,103063,Grossistes,A02,2004,Lingot,9/21/17,9/2017,8.5000000000E+00
SUTA,Oulad Ayad,103203,Grossistes,A07,4100,GR-PCDT,5/25/17,5/2017,5.5000000000E+00
SUTA,Oulad Ayad,103051,Grossistes,A09,1000,Pain,5/25/18,5/2018,5.0000000000E-01
SUTA,Oulad Ayad,101560,Grossistes,A07,1000,Pain,10/11/18,10/2018,1.0000000000E-01
SUTA,Oulad Ayad,106041,Grossistes,A02,4500,GR-GCDT,10/26/17,10/2017,5.0000000000E-01
SUTA,Oulad Ayad,104551,Grossistes,A09,4100,GR-PCDT,4/17/17,4/2017,2.5000000000E+00
SUTA,Oulad Ayad,102157,Grossistes,A02,2004,Lingot,10/16/17,10/2017,1.5000000000E+00
SUTA,Oulad Ayad,100283,Grossistes,A09,4205,GR-PCDT,11/13/17,11/2017,5.4000000000E-01
SUTA,Oulad Ayad,104646,Grossistes,A02,4500,GR-GCDT,3/13/17,3/2017,5.0000000000E+00
SUTA,Oulad Ayad,104551,Grossistes,A09,4100,GR-PCDT,2/7/17,2/2017,1.5000000000E+00
SUTA,Oulad Ayad,101750,Grossistes,A09,4205,GR-PCDT,12/17/18,12/2018,5.7000000000E+00
SUTA,Oulad Ayad,108093,Grossistes,A09,4500,GR-GCDT,7/1/17,7/2017,5.0000000000E-01
SUTA,Oulad Ayad,105983,Grossistes,A01,1000,Pain,2/3/18,2/2018,8.3080000000E+00
SUTA,Oulad Ayad,103082,Grossistes,A09,1000,Pain,3/23/17,3/2017,3.8760000000E+00
SUTA,Oulad Ayad,104551,Grossistes,A09,4100,GR-PCDT,8/31/18,8/2018,1.0000000000E+00
SUTA,Oulad Ayad,110101,Grossistes,A07,4205,GR-PCDT,5/21/18,5/2018,-9.0000000000E-01
SUTA,Oulad Ayad,104019,Grossistes,A07,4100,GR-PCDT,6/9/18,6/2018,1.5000000000E+00
SUTA,Oulad Ayad,102159,Industriels,A01,4500,GR-GCDT,5/21/18,5/2018,2.3500000000E+01
SUTA,Oulad Ayad,103063,Grossistes,A02,4500,GR-GCDT,1/24/18,1/2018,6.5000000000E+00
SUTA,Oulad Ayad,110145,Grossistes,A09,1000,Pain,6/12/18,6/2018,6.5000000000E+00
SUTA,Oulad Ayad,103557,Grossistes,A07,4205,GR-PCDT,8/6/18,8/2018,9.0000000000E-01
SUTA,Oulad Ayad,100874,Grossistes,A07,1000,Pain,4/6/17,4/2017,1.7000000000E+00
SUTA,Oulad Ayad,101465,Grossistes,A02,4205,GR-PCDT,3/23/17,3/2017,1.5000000000E+00
SUTA,Oulad Ayad,103203,Grossistes,A07,1000,Pain,10/24/18,10/2018,1.1508000000E+01
SUTA,Oulad Ayad,106207,Grossistes,A02,2004,Lingot,4/21/17,4/2017,8.5000000000E+00
SUTA,Oulad Ayad,102552,Grossistes,A09,4500,GR-GCDT,9/21/17,9/2017,2.0000000000E+00
SUTA,Oulad Ayad,102552,Grossistes,A09,1000,Pain,11/2/18,11/2018,3.3000000000E+00
SUTA,Oulad Ayad,103051,Grossistes,A09,4500,GR-GCDT,9/12/17,9/2017,2.5000000000E+00
SUTA,Oulad Ayad,106237,Grossistes,A01,4205,GR-PCDT,8/3/17,8/2017,1.5000000000E+00
SUTA,Oulad Ayad,103051,Grossistes,A09,4500,GR-GCDT,11/9/18,11/2018,5.0000000000E-01
SUTA,Oulad Ayad,101901,Grossistes,A09,4100,GR-PCDT,11/26/18,11/2018,-1.0000000000E+00
SUTA,Oulad Ayad,101750,Grossistes,A09,1000,Pain,12/21/18,12/2018,5.7000000000E+00
SUTA,Oulad Ayad,100001,Grossistes,A09,1000,Pain,12/18/17,12/2017,3.3000000000E+00
SUTA,Oulad Ayad,101675,Grossistes,A02,4500,GR-GCDT,4/13/17,4/2017,3.5000000000E+00
SUTA,Oulad Ayad,103051,Grossistes,A09,4500,GR-GCDT,12/30/17,12/2017,5.0000000000E-01
SUTA,Oulad Ayad,103063,Grossistes,A02,4500,GR-GCDT,12/11/17,12/2017,-5.0000000000E-01
SUTA,Oulad Ayad,101896,Grossistes,A05,4205,GR-PCDT,3/29/17,3/2017,1.8504000000E+01
SUTA,Oulad Ayad,103051,Grossistes,A09,4205,GR-PCDT,4/28/17,4/2017,-3.0000000000E-01
SUTA,Oulad Ayad,101747,Grossistes,A09,1000,Pain,4/7/18,4/2018,8.5160000000E+00
SUTA,Oulad Ayad,106041,Grossistes,A02,4205,GR-PCDT,6/2/17,6/2017,9.0000000000E-01
SUTA,Oulad Ayad,103082,Grossistes,A09,4500,GR-GCDT,5/16/18,5/2018,1.0000000000E+00
SUTA,Oulad Ayad,106219,Grossistes,A07,4205,GR-PCDT,11/26/18,11/2018,1.5000000000E+00
SUTA,Oulad Ayad,101901,Grossistes,A09,1000,Pain,9/20/18,9/2018,5.0600000000E+00
SUTA,Oulad Ayad,102708,Grossistes,A09,4100,GR-PCDT,3/17/17,3/2017,-1.0000000000E+00
SUTA,Oulad Ayad,105941,Grossistes,A07,4100,GR-PCDT,5/23/17,5/2017,-1.0000000000E+00
SUTA,Oulad Ayad,105983,Grossistes,A01,4100,GR-PCDT,7/8/17,7/2017,-1.0000000000E+00
SUTA,Oulad Ayad,100006,Grossistes,A09,1000,Pain,9/25/17,9/2017,2.6500000000E+01
SUTA,Oulad Ayad,103063,Grossistes,A02,4500,GR-GCDT,2/13/18,2/2018,5.5000000000E+00
SUTA,Oulad Ayad,101675,Grossistes,A02,3002,Morceau,3/6/18,3/2018,-5.0000000000E-01
SUTA,Oulad Ayad,100994,Industriels,A07,4500,GR-GCDT,9/3/18,9/2018,5.2500000000E+01
SUTA,Oulad Ayad,101938,Grossistes,A09,1000,Pain,2/9/17,2/2017,6.5640000000E+00
SUTA,Oulad Ayad,110040,Grossistes,A09,4205,GR-PCDT,3/7/17,3/2017,9.0000000000E-01
SUTA,Oulad Ayad,105983,Grossistes,A01,4205,GR-PCDT,6/30/17,6/2017,9.3000000000E+00
SUTA,Oulad Ayad,101750,Grossistes,A09,4500,GR-GCDT,5/29/17,5/2017,1.5000000000E+00
SUTA,Oulad Ayad,101684,Grossistes,A07,4205,GR-PCDT,1/31/17,1/2017,-3.0000000000E-01
SUTA,Oulad Ayad,101845,Grossistes,A02,4205,GR-PCDT,10/26/18,10/2018,-3.0000000000E-01
SUTA,Oulad Ayad,106041,Grossistes,A02,3002,Morceau,4/24/17,4/2017,-5.0000000000E-01
SUTA,Oulad Ayad,106219,Grossistes,A07,3002,Morceau,3/27/18,3/2018,-5.0000000000E-01
SUTA,Oulad Ayad,103601,Grossistes,A09,3002,Morceau,9/5/17,9/2017,-1.0000000000E+00
SUTA,Oulad Ayad,103082,Grossistes,A09,1000,Pain,8/12/18,8/2018,1.6084000000E+01
SUTA,Oulad Ayad,103082,Grossistes,A09,1000,Pain,11/9/18,11/2018,3.9400000000E+00
SUTA,Oulad Ayad,105013,Grossistes,A01,4205,GR-PCDT,3/25/17,3/2017,1.0500000000E+01
SUTA,Oulad Ayad,105983,Grossistes,A01,1000,Pain,12/27/17,12/2017,3.2100000000E+01
SUTA,Oulad Ayad,104551,Grossistes,A09,4500,GR-GCDT,9/18/17,9/2017,-5.0000000000E-01
SUTA,Oulad Ayad,110040,Grossistes,A09,4500,GR-GCDT,8/22/17,8/2017,1.5000000000E+00
SUTA,Oulad Ayad,103913,Grossistes,A09,4205,GR-PCDT,8/9/17,8/2017,2.1000000000E+00
SUTA,Oulad Ayad,102163,Grossistes,A15,3002,Morceau,3/27/17,3/2017,1.0000000000E+00
SUTA,Oulad Ayad,110019,Grossistes,A07,3002,Morceau,12/23/17,12/2017,-1.2000000000E+00
SUTA,Oulad Ayad,103063,Grossistes,A02,4205,GR-PCDT,3/27/18,3/2018,8.1000000000E+00
SUTA,Oulad Ayad,104551,Grossistes,A09,2004,Lingot,11/17/17,11/2017,-5.0000000000E-01
SUTA,Oulad Ayad,101750,Grossistes,A09,4500,GR-GCDT,11/17/18,11/2018,-5.0000000000E-01
SUTA,Oulad Ayad,102633,Grossistes,A09,1000,Pain,3/14/18,3/2018,4.4520000000E+00
SUTA,Oulad Ayad,104019,Grossistes,A07,3002,Morceau,2/27/18,2/2018,-5.0000000000E-01
SUTA,Oulad Ayad,105061,Grossistes,A09,4100,GR-PCDT,3/17/17,3/2017,-9.0000000000E-01
SUTA,Oulad Ayad,105941,Grossistes,A07,4205,GR-PCDT,2/12/18,2/2018,2.6508000000E+01
SUTA,Oulad Ayad,106237,Grossistes,A01,1000,Pain,3/3/17,3/2017,1.4920000000E+00
SUTA,Oulad Ayad,100994,Industriels,A07,4500,GR-GCDT,11/10/18,11/2018,5.2500000000E+01
SUTA,Oulad Ayad,101845,Grossistes,A02,3002,Morceau,6/24/17,6/2017,-5.0000000000E-01
SUTA,Oulad Ayad,105683,Grossistes,A09,3002,Morceau,7/12/17,7/2017,-5.0000000000E-01
SUTA,Oulad Ayad,110040,Grossistes,A09,1000,Pain,10/4/17,10/2017,6.5000000000E+00
SUTA,Oulad Ayad,104487,GMS,A04,4205,GR-PCDT,12/14/17,12/2017,2.5956000000E+01
SUTA,Oulad Ayad,100006,Grossistes,A09,4500,GR-GCDT,10/11/17,10/2017,5.0000000000E-01
SUTA,Oulad Ayad,102157,Grossistes,A02,4205,GR-PCDT,6/15/17,6/2017,3.5400000000E+00
SUTA,Oulad Ayad,104019,Grossistes,A07,2004,Lingot,3/4/17,3/2017,1.5000000000E+00
SUTA,Oulad Ayad,105683,Grossistes,A09,4500,GR-GCDT,11/3/18,11/2018,1.4500000000E+01
SUTA,Oulad Ayad,110060,Grossistes,A07,4205,GR-PCDT,9/25/18,9/2018,2.5860000000E+01
SUTA,Oulad Ayad,104019,Grossistes,A07,3002,Morceau,3/23/17,3/2017,-1.0000000000E+00
