Société,Site commercial,Numéro de client,Groupe de clients,Agence commerciale,Article,Groupe de marchandises,Jour calendaire,Mois/Année,Poids net
COSUMAR SA,Raffinerie,100962,Grossistes,A09,2000,Lingot,7/24/20,202007,-0.18
COSUMAR SA,Zaio,102009,Grossistes,A06,4202,GR-PCDT,6/20/19,201906,11.50
COSUMAR SA,Sidi Bennour,103608,Grossistes,A01,4205,GR-PCDT,2/21/19,201902,10.98
COSUMAR SA,Raffinerie,100245,Grossistes,A06,1000,Pain,5/3/19,201905,12.50
COSUMAR SA,Zaio,104029,Grossistes,A06,4202,GR-PCDT,3/19/19,201903,8.50
COSUMAR SA,Raffinerie,105683,Grossistes,A09,2000,Lingot,3/21/20,202003,-0.18
COSUMAR SA,Raffinerie,110209,Grossistes,A06,1000,Pain,8/3/20,202008,7.72
COSUMAR SA,Raffinerie,106029,Grossistes,A15,1000,Pain,1/25/19,201901,22.69
COSUMAR SA,Raffinerie,104262,GMS,A01,1000,Pain,11/4/20,202011,-0.35
COSUMAR SA,Raffinerie,110275,Grossistes,A04,3005,Morceau,10/28/20,202010,-0.18
COSUMAR SA,Raffinerie,102157,Grossistes,A02,2000,Lingot,11/4/20,202011,2.46
COSUMAR SA,Raffinerie,101152,GMS,A01,1000,Pain,9/3/19,201909,1.96
COSUMAR SA,Raffinerie,103089,Grossistes,A02,1000,Pain,10/30/19,201910,7.30
COSUMAR SA,Raffinerie,105997,Grossistes,A01,4212,GR-PCDT,6/17/20,202006,36.08
COSUMAR SA,Sidi Bennour,101774,Grossistes,A01,4501,GR-GCDT,6/13/19,201906,2.50
COSUMAR SA,Raffinerie,106498,Grossistes,A01,1000,Pain,4/24/20,202004,12.32
COSUMAR SA,Raffinerie,100004,Grossistes,A05,2000,Lingot,9/27/19,201909,1.14
COSUMAR SA,Raffinerie,104244,GMS,A01,2000,Lingot,5/21/20,202005,10.38
COSUMAR SA,Raffinerie,110204,Grossistes,A15,3005,Morceau,12/4/20,202012,2.46
COSUMAR SA,Raffinerie,110222,Grossistes,A01,2000,Lingot,9/5/19,201909,3.78
COSUMAR SA,Raffinerie,110101,Grossistes,A07,1000,Pain,3/19/20,202003,4.10
COSUMAR SA,Raffinerie,103035,Grossistes,A01,3000,Morceau,4/12/19,201904,-0.24
COSUMAR SA,Raffinerie,108109,Grossistes,A01,3005,Morceau,2/11/20,202002,-0.18
COSUMAR SA,Raffinerie,105252,Industriels,A01,4500,GR-GCDT,3/5/20,202003,27.50
COSUMAR SA,Raffinerie,110234,Grossistes,A02,1000,Pain,12/19/20,202012,4.58
COSUMAR SA,Raffinerie,105279,Administration,A07,2000,Lingot,4/23/20,202004,23.50
COSUMAR SA,Raffinerie,100175,Grossistes,A01,2000,Lingot,9/4/20,202009,1.14
COSUMAR SA,Raffinerie,104491,GMS,A01,3005,Morceau,7/14/20,202007,9.06
COSUMAR SA,Raffinerie,110275,Grossistes,A04,1000,Pain,8/25/20,202008,9.70
COSUMAR SA,Raffinerie,105940,Grossistes,A02,1000,Pain,1/19/19,201901,39.97
COSUMAR SA,Raffinerie,110101,Grossistes,A07,2000,Lingot,10/16/19,201910,-0.50
COSUMAR SA,Raffinerie,110264,Grossistes,A02,2000,Lingot,10/17/20,202010,1.14
COSUMAR SA,Raffinerie,103524,Grossistes,A06,1000,Pain,9/29/20,202009,10.50
COSUMAR SA,Sidi Bennour,101774,Grossistes,A01,1007,Pain,8/7/20,202008,7.30
COSUMAR SA,Raffinerie,110090,GMS,A01,1000,Pain,8/9/19,201908,22.69
COSUMAR SA,Raffinerie,204655,Export,A01,4514,GR-GCDT,9/29/19,201909,9800.50
COSUMAR SA,Raffinerie,110222,Grossistes,A01,4500,GR-GCDT,4/19/19,201904,10.50
COSUMAR SA,Raffinerie,100383,Grossistes,A05,2000,Lingot,7/27/20,202007,6.42
COSUMAR SA,Raffinerie,104474,Grossistes,A01,3000,Morceau,3/15/19,201903,-0.24
COSUMAR SA,Raffinerie,105992,Grossistes,A09,2000,Lingot,1/10/19,201901,-0.50
COSUMAR SA,Raffinerie,100181,Grossistes,A01,2000,Lingot,4/19/19,201904,1.14
COSUMAR SA,Raffinerie,104207,Grossistes,A04,3005,Morceau,10/21/19,201910,0.50
COSUMAR SA,Raffinerie,101978,Grossistes,A06,1000,Pain,11/19/19,201911,19.24
COSUMAR SA,Raffinerie,101028,GMS,A01,1000,Pain,10/4/19,201910,5.41
COSUMAR SA,Raffinerie,104495,GMS,A04,4212,GR-PCDT,12/17/19,201912,4.98
COSUMAR SA,Raffinerie,101978,Grossistes,A06,3000,Morceau,6/26/19,201906,1.02
COSUMAR SA,Sidi Bennour,109104,Grossistes,A01,1007,Pain,8/23/19,201908,4.90
COSUMAR SA,Raffinerie,103674,Industriels,A01,4500,GR-GCDT,1/21/19,201901,76.50
COSUMAR SA,Raffinerie,107620,Grossistes,A01,1000,Pain,7/15/19,201907,-1.10
COSUMAR SA,Raffinerie,101901,Grossistes,A09,2000,Lingot,2/16/19,201902,-0.52
COSUMAR SA,Raffinerie,100690,Grossistes,A06,2000,Lingot,9/2/19,201909,0.50
COSUMAR SA,Raffinerie,110119,Grossistes,A15,1000,Pain,8/3/19,201908,7.67
COSUMAR SA,Raffinerie,100234,Grossistes,A01,2000,Lingot,1/27/20,202001,5.10
COSUMAR SA,Raffinerie,110210,Grossistes,A01,3005,Morceau,10/6/20,202010,1.14
COSUMAR SA,Raffinerie,104498,GMS,A15,2000,Lingot,1/10/20,202001,14.34
COSUMAR SA,Raffinerie,110101,Grossistes,A07,2000,Lingot,10/15/19,201910,-0.50
COSUMAR SA,Raffinerie,110278,Grossistes,A05,3005,Morceau,10/10/20,202010,-0.18
COSUMAR SA,Raffinerie,105997,Grossistes,A01,4212,GR-PCDT,4/24/19,201904,37.38
COSUMAR SA,Raffinerie,101062,Grossistes,A01,4212,GR-PCDT,3/15/19,201903,2.39
COSUMAR SA,Raffinerie,110092,GMS,A01,1000,Pain,1/30/20,202001,10.02
COSUMAR SA,Sidi Bennour,101774,Grossistes,A01,4501,GR-GCDT,3/24/20,202003,-0.50
COSUMAR SA,Raffinerie,101560,Grossistes,A07,2000,Lingot,2/20/19,201902,0.70
COSUMAR SA,Raffinerie,106498,Grossistes,A01,1000,Pain,11/29/19,201911,22.69
COSUMAR SA,Sidi Bennour,104019,Grossistes,A07,4205,GR-PCDT,1/31/20,202001,2.70
COSUMAR SA,Raffinerie,102715,GMS,A01,4500,GR-GCDT,4/11/19,201904,6.50
COSUMAR SA,Raffinerie,110074,Grossistes,A15,4515,GR-GCDT,2/15/20,202002,0.50
COSUMAR SA,Raffinerie,101062,Grossistes,A01,2000,Lingot,10/17/20,202010,2.46
COSUMAR SA,Raffinerie,104235,GMS,A04,3005,Morceau,3/12/20,202003,3.78
COSUMAR SA,Zaio,110209,Grossistes,A06,4506,GR-GCDT,9/29/20,202009,1.50
COSUMAR SA,Raffinerie,100720,Industriels,A01,4500,GR-GCDT,6/24/20,202006,79.50
COSUMAR SA,Raffinerie,105940,Grossistes,A02,1000,Pain,3/17/20,202003,14.50
COSUMAR SA,Raffinerie,110045,Grossistes,A15,4207,GR-PCDT,4/24/19,201904,35.50
COSUMAR SA,Raffinerie,101557,Grossistes,A07,2000,Lingot,8/7/19,201908,2.50
COSUMAR SA,Raffinerie,105277,Administration,A07,1002,Pain,4/9/19,201904,51.30
COSUMAR SA,Sidi Bennour,105941,Grossistes,A07,1007,Pain,11/29/19,201911,25.51
COSUMAR SA,Raffinerie,106240,Industriels,A01,4500,GR-GCDT,4/15/20,202004,23.50
COSUMAR SA,Raffinerie,101941,Grossistes,A05,1000,Pain,7/25/19,201907,8.87
COSUMAR SA,Sidi Bennour,104018,Grossistes,A01,1007,Pain,10/30/19,201910,6.02
COSUMAR SA,Sidi Bennour,104970,Grossistes,A01,4205,GR-PCDT,6/18/19,201906,10.50
COSUMAR SA,Raffinerie,110261,Grossistes,A07,2000,Lingot,2/22/20,202002,0.00
COSUMAR SA,Raffinerie,110204,Grossistes,A15,2000,Lingot,11/11/20,202011,1.14
COSUMAR SA,Raffinerie,104264,GMS,A15,3000,Morceau,1/28/20,202001,1.02
COSUMAR SA,Raffinerie,104407,GMS,A01,4212,GR-PCDT,9/20/19,201909,1.09
COSUMAR SA,Sidi Bennour,103557,Grossistes,A07,4501,GR-GCDT,9/14/19,201909,0.50
COSUMAR SA,Sidi Bennour,104366,Grossistes,A07,1007,Pain,1/28/19,201901,2.50
COSUMAR SA,Sidi Bennour,109116,Grossistes,A01,4205,GR-PCDT,4/29/20,202004,3.52
COSUMAR SA,Raffinerie,105272,Administration,A07,1011,Pain,2/21/19,201902,104.10
COSUMAR SA,Raffinerie,106240,Industriels,A01,4500,GR-GCDT,11/17/20,202011,48.50
COSUMAR SA,Raffinerie,104646,Grossistes,A02,2000,Lingot,10/13/20,202010,3.78
COSUMAR SA,Raffinerie,106041,Grossistes,A02,1000,Pain,5/30/20,202005,0.80
COSUMAR SA,Raffinerie,103035,Grossistes,A01,4500,GR-GCDT,6/4/20,202006,22.50
COSUMAR SA,Sidi Bennour,110174,Grossistes,A01,4501,GR-GCDT,12/13/19,201912,7.50
COSUMAR SA,Sidi Bennour,103203,Grossistes,A07,1007,Pain,9/29/20,202009,25.51
COSUMAR SA,Raffinerie,103053,Grossistes,A02,2000,Lingot,5/15/20,202005,3.78
COSUMAR SA,Zaio,101978,Grossistes,A06,4506,GR-GCDT,5/8/19,201905,6.50
COSUMAR SA,Raffinerie,110222,Grossistes,A01,2000,Lingot,9/27/19,201909,2.46
COSUMAR SA,Raffinerie,100175,Grossistes,A01,2000,Lingot,7/21/20,202007,1.14
COSUMAR SA,Raffinerie,110097,Grossistes,A01,4700,GR-PCDT,5/16/20,202005,-0.26
COSUMAR SA,Raffinerie,103094,Grossistes,A01,4212,GR-PCDT,7/24/20,202007,1.09
COSUMAR SA,Raffinerie,104474,Grossistes,A01,3005,Morceau,12/28/19,201912,1.14
COSUMAR SA,Raffinerie,104244,GMS,A01,1000,Pain,3/13/20,202003,-0.35
COSUMAR SA,Raffinerie,110040,Grossistes,A09,2000,Lingot,9/20/19,201909,1.10
COSUMAR SA,Raffinerie,103573,Grossistes,A01,1000,Pain,7/20/20,202007,4.26
COSUMAR SA,Raffinerie,110040,Grossistes,A09,2000,Lingot,1/26/19,201901,0.00
COSUMAR SA,Raffinerie,109104,Grossistes,A01,2000,Lingot,11/7/19,201911,10.38
COSUMAR SA,Raffinerie,110275,Grossistes,A04,1000,Pain,2/18/20,202002,14.50
COSUMAR SA,Raffinerie,103674,Industriels,A01,4500,GR-GCDT,9/16/20,202009,76.50
COSUMAR SA,Raffinerie,104276,Grossistes,A01,1000,Pain,3/20/19,201903,39.97
COSUMAR SA,Zaio,106077,Grossistes,A06,4506,GR-GCDT,1/20/20,202001,12.50
COSUMAR SA,Raffinerie,104645,GMS,A09,1000,Pain,9/14/20,202009,26.15
COSUMAR SA,Zaio,101978,Grossistes,A06,4506,GR-GCDT,9/11/19,201909,4.50
COSUMAR SA,Raffinerie,110047,Grossistes,A01,1000,Pain,6/3/20,202006,1.96
COSUMAR SA,Raffinerie,104269,GMS,A09,2000,Lingot,8/3/19,201908,2.46
COSUMAR SA,Raffinerie,105940,Grossistes,A02,2000,Lingot,10/19/19,201910,26.22
COSUMAR SA,Raffinerie,105992,Grossistes,A09,2000,Lingot,4/16/19,201904,11.50
COSUMAR SA,Raffinerie,102636,Grossistes,A01,3005,Morceau,1/7/19,201901,-0.18
COSUMAR SA,Raffinerie,105277,Administration,A07,1002,Pain,1/17/19,201901,24.90
COSUMAR SA,Raffinerie,104276,Grossistes,A01,1000,Pain,1/28/19,201901,52.64
COSUMAR SA,Raffinerie,104474,Grossistes,A01,1000,Pain,10/28/20,202010,21.54
COSUMAR SA,Raffinerie,104474,Grossistes,A01,4212,GR-PCDT,12/7/19,201912,1.09
COSUMAR SA,Raffinerie,110266,Grossistes,A01,4500,GR-GCDT,7/15/20,202007,10.50
COSUMAR SA,Raffinerie,100720,Industriels,A01,4500,GR-GCDT,8/14/20,202008,79.50
COSUMAR SA,Sidi Bennour,101774,Grossistes,A01,4501,GR-GCDT,5/13/19,201905,12.50
COSUMAR SA,Raffinerie,104474,Grossistes,A01,4500,GR-GCDT,7/14/20,202007,13.50
COSUMAR SA,Raffinerie,206690,Export,A01,4301,GR-GCDT,7/20/20,202007,1186.50
COSUMAR SA,Raffinerie,110024,Grossistes,A15,4207,GR-PCDT,4/27/19,201904,2.50
COSUMAR SA,Raffinerie,103063,Grossistes,A02,2000,Lingot,6/12/19,201906,7.50
COSUMAR SA,Raffinerie,110220,Grossistes,A15,4521,GR-GCDT,5/3/19,201905,27.50
COSUMAR SA,Raffinerie,101799,Grossistes,A01,2000,Lingot,12/10/19,201912,10.38
COSUMAR SA,Raffinerie,104483,GMS,A01,2000,Lingot,12/30/19,201912,5.10
COSUMAR SA,Raffinerie,104672,GMS,A01,4500,GR-GCDT,4/30/20,202004,-0.50
COSUMAR SA,Raffinerie,100004,Grossistes,A05,1000,Pain,12/29/19,201912,22.50
COSUMAR SA,Sidi Bennour,110101,Grossistes,A07,4205,GR-PCDT,11/13/20,202011,1.98
COSUMAR SA,Raffinerie,104244,GMS,A01,2000,Lingot,10/14/19,201910,3.78
COSUMAR SA,Raffinerie,103605,Grossistes,A05,1000,Pain,3/4/20,202003,0.10
COSUMAR SA,Raffinerie,110237,Grossistes,A02,1000,Pain,3/18/20,202003,26.50
COSUMAR SA,Raffinerie,106235,Grossistes,A05,1000,Pain,5/6/19,201905,25.28
COSUMAR SA,Raffinerie,110035,Grossistes,A01,1000,Pain,2/13/19,201902,0.80
COSUMAR SA,Raffinerie,103137,Grossistes,A07,2000,Lingot,9/3/19,201909,6.00
COSUMAR SA,Raffinerie,103904,Grossistes,A01,2000,Lingot,10/14/19,201910,2.46
COSUMAR SA,Sidi Bennour,109083,Grossistes,A01,4205,GR-PCDT,6/19/19,201906,0.54
COSUMAR SA,Raffinerie,106077,Grossistes,A06,4500,GR-GCDT,10/11/19,201910,26.50
COSUMAR SA,Raffinerie,110040,Grossistes,A09,2000,Lingot,11/24/20,202011,-0.18
COSUMAR SA,Raffinerie,103879,Industriels,A01,4500,GR-GCDT,6/13/19,201906,54.50
COSUMAR SA,Raffinerie,110269,Grossistes,A15,3000,Morceau,1/16/20,202001,-0.24
COSUMAR SA,Raffinerie,101588,Grossistes,A01,2000,Lingot,11/1/19,201911,2.46
COSUMAR SA,Raffinerie,101978,Grossistes,A06,3005,Morceau,9/14/20,202009,2.46
COSUMAR SA,Raffinerie,101675,Grossistes,A02,2000,Lingot,12/24/20,202012,1.14
COSUMAR SA,Raffinerie,101307,Industriels,A15,4303,GR-GCDT,2/27/20,202002,24.90
COSUMAR SA,Raffinerie,110229,Grossistes,A06,1000,Pain,5/15/19,201905,7.62
COSUMAR SA,Raffinerie,110237,Grossistes,A02,2000,Lingot,5/2/20,202005,2.46
COSUMAR SA,Raffinerie,106029,Grossistes,A15,1000,Pain,3/24/20,202003,6.56
COSUMAR SA,Sidi Bennour,101504,Grossistes,A07,4501,GR-GCDT,11/21/20,202011,1.50
COSUMAR SA,Raffinerie,110092,GMS,A01,1000,Pain,3/10/20,202003,23.84
COSUMAR SA,Raffinerie,110019,Grossistes,A07,2000,Lingot,1/7/19,201901,9.25
COSUMAR SA,Raffinerie,103608,Grossistes,A01,2000,Lingot,4/30/19,201904,3.78
COSUMAR SA,Sidi Bennour,110019,Grossistes,A07,1007,Pain,11/12/20,202011,30.31
COSUMAR SA,Raffinerie,110266,Grossistes,A01,1000,Pain,3/17/20,202003,13.48
COSUMAR SA,Raffinerie,100720,Industriels,A01,4500,GR-GCDT,6/20/20,202006,160.50
COSUMAR SA,Raffinerie,103035,Grossistes,A01,2000,Lingot,7/31/19,201907,2.46
COSUMAR SA,Sidi Bennour,110019,Grossistes,A07,4501,GR-GCDT,11/27/20,202011,1.50
COSUMAR SA,Sidi Bennour,101778,Grossistes,A02,1007,Pain,1/8/20,202001,4.50
COSUMAR SA,Raffinerie,105088,Grossistes,A01,2000,Lingot,7/28/20,202007,26.22
COSUMAR SA,Raffinerie,110090,GMS,A01,4212,GR-PCDT,2/8/20,202002,14.05
COSUMAR SA,Raffinerie,110101,Grossistes,A07,1000,Pain,6/16/20,202006,10.18
COSUMAR SA,Raffinerie,105940,Grossistes,A02,1000,Pain,2/12/19,201902,4.90
COSUMAR SA,Raffinerie,103089,Grossistes,A02,1000,Pain,7/4/20,202007,-0.67
COSUMAR SA,Raffinerie,106197,Grossistes,A05,1000,Pain,12/1/20,202012,5.86
COSUMAR SA,Raffinerie,104309,Grossistes,A05,1000,Pain,11/30/20,202011,14.50
COSUMAR SA,Raffinerie,100245,Grossistes,A06,1000,Pain,2/27/19,201902,6.50
COSUMAR SA,Sidi Bennour,110101,Grossistes,A07,1007,Pain,12/30/20,202012,2.50
COSUMAR SA,Raffinerie,105997,Grossistes,A01,3000,Morceau,2/15/19,201902,6.06
COSUMAR SA,Raffinerie,105997,Grossistes,A01,2000,Lingot,1/16/20,202001,108.06
COSUMAR SA,Raffinerie,106498,Grossistes,A01,2000,Lingot,6/23/20,202006,7.74
COSUMAR SA,Raffinerie,110262,Grossistes,A05,1000,Pain,12/23/19,201912,9.70
COSUMAR SA,Raffinerie,106139,Grossistes,A04,1000,Pain,5/20/20,202005,14.50
