Société,Site commercial,Numéro de client,Groupe de clients,Agence commerciale,Article,Groupe de marchandises,Jour calendaire,Mois/Année,Poids net
SUNABEL,MBK B,104637,Grossistes,A15,4201,GR-PCDT,11/22/17,11/2017,1.8500000000E+01
SUNABEL,MBK B,104027,Grossistes,A15,4101,GR-PCDT,8/11/18,8/2018,1.5000000000E+00
SUNABEL,MBK B,102703,Grossistes,A05,4201,GR-PCDT,11/8/18,11/2018,2.0500000000E+01
SUNABEL,MBK B,102714,Grossistes,A15,4201,GR-PCDT,8/28/18,8/2018,1.2500000000E+01
SUNABEL,MBK B,102719,Grossistes,A15,4507,GR-GCDT,8/28/18,8/2018,-5.0000000000E-01
SUNABEL,MBK B,103086,Grossistes,A15,4201,GR-PCDT,6/8/18,6/2018,1.0500000000E+01
SUNABEL,MBK B,102000,Grossistes,A15,4201,GR-PCDT,3/12/18,3/2018,2.3500000000E+01
SUNABEL,MBK B,100383,Grossistes,A05,4508,GR-GCDT,2/21/18,2/2018,1.0500000000E+01
SUNABEL,MBK B,100421,Grossistes,A15,4508,GR-GCDT,2/15/18,2/2018,2.5000000000E+00
SUNABEL,MBK B,104027,Grossistes,A15,4508,GR-GCDT,9/18/17,9/2017,3.5000000000E+00
SUNABEL,MBK B,102719,Grossistes,A15,4201,GR-PCDT,5/9/18,5/2018,8.5000000000E+00
SUNABEL,MBK B,110074,Grossistes,A15,4201,GR-PCDT,3/13/17,3/2017,2.9500000000E+01
SUNABEL,MBK B,104026,Grossistes,A15,4101,GR-PCDT,8/13/18,8/2018,2.5000000000E+00
SUNABEL,MBK B,104026,Grossistes,A15,4508,GR-GCDT,9/19/17,9/2017,4.5000000000E+00
SUNABEL,MBK B,102000,Grossistes,A15,4508,GR-GCDT,9/26/17,9/2017,4.5000000000E+00
SUNABEL,MBK B,110045,Grossistes,A15,4508,GR-GCDT,12/25/18,12/2018,5.0000000000E-01
SUNABEL,MBK B,103093,Grossistes,A15,4201,GR-PCDT,9/13/17,9/2017,6.7000000000E+01
SUNABEL,MBK B,101687,Grossistes,A04,4507,GR-GCDT,2/6/18,2/2018,2.3000000000E+00
SUNABEL,MBK B,103093,Grossistes,A15,4101,GR-PCDT,7/5/18,7/2018,1.5000000000E+00
SUNABEL,MBK B,102703,Grossistes,A05,4101,GR-PCDT,12/31/18,12/2018,6.5000000000E+00
SUNABEL,MBK B,104027,Grossistes,A15,4101,GR-PCDT,12/21/18,12/2018,-5.0000000000E-01
SUNABEL,MBK B,110074,Grossistes,A15,4101,GR-PCDT,9/25/18,9/2018,1.5000000000E+00
SUNABEL,MBK B,104027,Grossistes,A15,4101,GR-PCDT,3/1/17,3/2017,3.5000000000E+00
SUNABEL,MBK B,104027,Grossistes,A15,4508,GR-GCDT,11/27/18,11/2018,1.1500000000E+01
SUNABEL,MBK B,102714,Grossistes,A15,4101,GR-PCDT,6/30/17,6/2017,-5.0000000000E-01
SUNABEL,MBK B,102163,Grossistes,A15,4104,GR-PCDT,10/24/17,10/2017,-5.0000000000E-01
SUNABEL,MBK B,104027,Grossistes,A15,4101,GR-PCDT,11/8/18,11/2018,4.5000000000E+00
SUNABEL,MBK B,104027,Grossistes,A15,4101,GR-PCDT,2/15/17,2/2017,3.5000000000E+00
SUNABEL,MBK B,104637,Grossistes,A15,4201,GR-PCDT,2/9/18,2/2018,1.8500000000E+01
SUNABEL,MBK B,103093,Grossistes,A15,4201,GR-PCDT,12/19/17,12/2017,4.9500000000E+01
SUNABEL,MBK B,102308,Industriels,A04,4507,GR-GCDT,10/6/17,10/2017,5.4500000000E+01
SUNABEL,MBK B,102714,Grossistes,A15,4508,GR-GCDT,9/26/17,9/2017,5.0000000000E-01
SUNABEL,MBK B,102719,Grossistes,A15,4201,GR-PCDT,12/10/18,12/2018,6.5000000000E+00
SUNABEL,MBK B,110074,Grossistes,A15,4508,GR-GCDT,7/26/18,7/2018,5.0000000000E-01
SUNABEL,MBK B,103086,Grossistes,A15,4201,GR-PCDT,2/5/18,2/2018,1.1500000000E+01
SUNABEL,MBK B,104500,Grossistes,A15,4201,GR-PCDT,6/21/18,6/2018,1.0500000000E+01
SUNABEL,MBK B,102308,Industriels,A04,4507,GR-GCDT,12/17/18,12/2018,2.6500000000E+01
SUNABEL,MBK B,102000,Grossistes,A15,4508,GR-GCDT,2/26/18,2/2018,3.5000000000E+00
SUNABEL,MBK B,104027,Grossistes,A15,4507,GR-GCDT,11/10/18,11/2018,1.5000000000E+00
SUNABEL,MBK B,104026,Grossistes,A15,4101,GR-PCDT,8/16/18,8/2018,5.0000000000E-01
SUNABEL,MBK B,104637,Grossistes,A15,4201,GR-PCDT,9/6/18,9/2018,1.8500000000E+01
SUNABEL,MBK B,104026,Grossistes,A15,4201,GR-PCDT,2/22/18,2/2018,7.5000000000E+00
SUNABEL,MBK B,104207,Grossistes,A04,4201,GR-PCDT,12/8/18,12/2018,1.2500000000E+01
SUNABEL,MBK B,101966,Grossistes,A15,4204,GR-PCDT,11/1/17,11/2017,1.1500000000E+01
SUNABEL,MBK B,103093,Grossistes,A15,4201,GR-PCDT,7/24/18,7/2018,2.5500000000E+01
SUNABEL,MBK B,104007,Grossistes,A15,4508,GR-GCDT,11/23/17,11/2017,2.5000000000E+00
SUNABEL,MBK B,103093,Grossistes,A15,4201,GR-PCDT,9/21/18,9/2018,4.4000000000E+01
SUNABEL,MBK B,104637,Grossistes,A15,4201,GR-PCDT,2/19/18,2/2018,1.5400000000E+01
SUNABEL,MBK B,103093,Grossistes,A15,4201,GR-PCDT,8/28/18,8/2018,4.8500000000E+01
SUNABEL,MBK B,103605,Grossistes,A05,4508,GR-GCDT,1/9/17,1/2017,3.5000000000E+00
SUNABEL,MBK B,110122,Grossistes,A15,4101,GR-PCDT,1/30/18,1/2018,4.5000000000E+00
SUNABEL,MBK B,110045,Grossistes,A15,4101,GR-PCDT,1/9/17,1/2017,8.5000000000E+00
SUNABEL,MBK B,102019,Grossistes,A06,4201,GR-PCDT,5/30/17,5/2017,1.1500000000E+01
SUNABEL,MBK B,103093,Grossistes,A15,4508,GR-GCDT,8/22/17,8/2017,2.5000000000E+00
SUNABEL,MBK B,104007,Grossistes,A15,4201,GR-PCDT,8/15/18,8/2018,3.2000000000E+00
SUNABEL,MBK B,102000,Grossistes,A15,4508,GR-GCDT,2/1/18,2/2018,3.5000000000E+00
SUNABEL,MBK B,100008,Grossistes,A04,4508,GR-GCDT,1/2/17,1/2017,1.1500000000E+01
SUNABEL,MBK B,104657,Grossistes,A04,4201,GR-PCDT,12/6/18,12/2018,2.6500000000E+01
SUNABEL,MBK B,100421,Grossistes,A15,4101,GR-PCDT,8/3/17,8/2017,1.2000000000E+00
SUNABEL,MBK B,104028,Grossistes,A15,4101,GR-PCDT,10/4/17,10/2017,5.0000000000E-01
SUNABEL,MBK B,102308,Industriels,A04,4507,GR-GCDT,9/10/18,9/2018,5.4500000000E+01
SUNABEL,MBK B,104007,Grossistes,A15,4201,GR-PCDT,1/5/18,1/2018,7.5000000000E+00
SUNABEL,MBK B,104557,Grossistes,A06,4101,GR-PCDT,11/12/18,11/2018,6.5000000000E+00
SUNABEL,MBK B,101953,Grossistes,A08,4101,GR-PCDT,2/21/17,2/2017,-1.0000000000E+00
SUNABEL,MBK B,102184,Grossistes,A15,4201,GR-PCDT,3/3/17,3/2017,1.7900000000E+01
SUNABEL,MBK B,102188,Grossistes,A06,4507,GR-GCDT,6/7/18,6/2018,8.5000000000E+00
SUNABEL,MBK B,103093,Grossistes,A15,4201,GR-PCDT,10/18/17,10/2017,2.7500000000E+01
SUNABEL,MBK B,110045,Grossistes,A15,4201,GR-PCDT,9/12/17,9/2017,5.7500000000E+01
SUNABEL,MBK B,103086,Grossistes,A15,4101,GR-PCDT,2/3/17,2/2017,-5.0000000000E-01
SUNABEL,MBK B,104557,Grossistes,A06,4101,GR-PCDT,1/22/18,1/2018,2.6500000000E+01
SUNABEL,MBK B,100421,Grossistes,A15,4201,GR-PCDT,10/4/17,10/2017,4.5000000000E+00
SUNABEL,MBK B,103057,Grossistes,A15,4201,GR-PCDT,1/31/18,1/2018,1.1500000000E+01
SUNABEL,MBK B,104637,Grossistes,A15,4508,GR-GCDT,5/27/17,5/2017,2.7500000000E+01
SUNABEL,MBK B,103057,Grossistes,A15,4101,GR-PCDT,11/7/17,11/2017,5.0000000000E-01
SUNABEL,MBK B,102009,Grossistes,A06,4201,GR-PCDT,6/12/18,6/2018,1.1500000000E+01
SUNABEL,MBK B,102000,Grossistes,A15,4101,GR-PCDT,1/5/17,1/2017,2.5000000000E+00
SUNABEL,MBK B,103093,Grossistes,A15,4201,GR-PCDT,11/3/17,11/2017,2.7000000000E+01
SUNABEL,MBK B,102000,Grossistes,A15,4508,GR-GCDT,1/30/17,1/2017,3.5000000000E+00
SUNABEL,MBK B,104007,Grossistes,A15,4201,GR-PCDT,8/4/18,8/2018,8.5000000000E+00
SUNABEL,MBK B,102719,Grossistes,A15,4507,GR-GCDT,11/22/18,11/2018,-5.0000000000E-01
SUNABEL,MBK B,104027,Grossistes,A15,4101,GR-PCDT,9/25/17,9/2017,7.5000000000E+00
SUNABEL,MBK B,104007,Grossistes,A15,4101,GR-PCDT,3/16/17,3/2017,1.5000000000E+00
SUNABEL,MBK B,102001,Grossistes,A06,4201,GR-PCDT,11/24/18,11/2018,6.3500000000E+01
SUNABEL,MBK B,104637,Grossistes,A15,4201,GR-PCDT,1/18/17,1/2017,1.8500000000E+01
SUNABEL,MBK B,104027,Grossistes,A15,4508,GR-GCDT,5/30/17,5/2017,2.5000000000E+00
SUNABEL,MBK B,102000,Grossistes,A15,4508,GR-GCDT,2/27/18,2/2018,4.5000000000E+00
SUNABEL,MBK B,103988,Grossistes,A04,4104,GR-PCDT,9/30/17,9/2017,5.0000000000E-01
SUNABEL,MBK B,106077,Grossistes,A06,4201,GR-PCDT,5/24/18,5/2018,2.6500000000E+01
SUNABEL,MBK B,110045,Grossistes,A15,4101,GR-PCDT,7/12/17,7/2017,4.5000000000E+00
SUNABEL,MBK B,104026,Grossistes,A15,4101,GR-PCDT,6/7/18,6/2018,6.5000000000E+00
SUNABEL,MBK B,102163,Grossistes,A15,4508,GR-GCDT,7/4/17,7/2017,-5.0000000000E-01
SUNABEL,MBK B,105038,Grossistes,A04,4508,GR-GCDT,4/21/18,4/2018,1.1500000000E+01
SUNABEL,MBK B,105038,Grossistes,A04,4508,GR-GCDT,1/18/18,1/2018,1.1500000000E+01
SUNABEL,MBK B,104007,Grossistes,A15,4101,GR-PCDT,9/1/18,9/2018,5.0000000000E-01
SUNABEL,MBK B,102703,Grossistes,A05,4507,GR-GCDT,7/10/18,7/2018,1.0500000000E+01
SUNABEL,MBK B,110204,Grossistes,A15,4507,GR-GCDT,11/19/18,11/2018,1.5000000000E+00
SUNABEL,MBK B,100007,Grossistes,A04,4201,GR-PCDT,3/9/17,3/2017,1.2500000000E+01
SUNABEL,MBK B,101966,Grossistes,A15,4201,GR-PCDT,9/14/18,9/2018,1.0000000000E+01
SUNABEL,MBK B,110109,Grossistes,A15,4201,GR-PCDT,9/3/18,9/2018,4.9000000000E+00
SUNABEL,MBK B,103093,Grossistes,A15,4101,GR-PCDT,5/15/17,5/2017,7.5000000000E+00
SUNABEL,MBK B,104028,Grossistes,A15,4507,GR-GCDT,5/10/17,5/2017,5.0000000000E-01
SUNABEL,MBK B,103605,Grossistes,A05,4201,GR-PCDT,12/19/18,12/2018,7.5000000000E+00
SUNABEL,MBK B,107711,Grossistes,A05,4101,GR-PCDT,3/17/17,3/2017,5.0000000000E-01
SUNABEL,MBK B,103606,Grossistes,A15,4201,GR-PCDT,10/26/18,10/2018,1.5000000000E+00
SUNABEL,MBK B,102714,Grossistes,A15,4201,GR-PCDT,2/1/18,2/2018,1.3500000000E+01
SUNABEL,MBK B,103093,Grossistes,A15,4507,GR-GCDT,8/15/18,8/2018,8.5000000000E+00
SUNABEL,MBK B,110109,Grossistes,A15,4201,GR-PCDT,6/20/18,6/2018,7.5000000000E+00
SUNABEL,MBK B,104027,Grossistes,A15,4101,GR-PCDT,5/18/17,5/2017,1.5000000000E+00
SUNABEL,MBK B,110045,Grossistes,A15,4201,GR-PCDT,9/17/18,9/2018,4.7500000000E+01
SUNABEL,MBK B,110109,Grossistes,A15,4201,GR-PCDT,1/19/18,1/2018,1.1500000000E+01
SUNABEL,MBK B,104637,Grossistes,A15,4101,GR-PCDT,12/23/17,12/2017,2.5000000000E+00
SUNABEL,MBK B,103606,Grossistes,A15,4508,GR-GCDT,7/6/17,7/2017,2.5000000000E+00
SUNABEL,MBK B,104637,Grossistes,A15,4201,GR-PCDT,12/12/18,12/2018,2.1000000000E+01
SUNABEL,MBK B,102000,Grossistes,A15,4201,GR-PCDT,5/28/18,5/2018,1.1000000000E+01
SUNABEL,MBK B,102612,Grossistes,A15,4507,GR-GCDT,4/29/17,4/2017,7.5000000000E+00
SUNABEL,MBK B,104026,Grossistes,A15,4101,GR-PCDT,1/19/18,1/2018,1.5000000000E+00
SUNABEL,MBK B,101010,Industriels,A15,4508,GR-GCDT,9/23/17,9/2017,2.3500000000E+01
SUNABEL,MBK B,104026,Grossistes,A15,4101,GR-PCDT,10/18/18,10/2018,1.5000000000E+00
SUNABEL,MBK B,104028,Grossistes,A15,4201,GR-PCDT,6/13/18,6/2018,9.8000000000E+00
SUNABEL,MBK B,104027,Grossistes,A15,4508,GR-GCDT,12/24/18,12/2018,3.0000000000E+00
SUNABEL,MBK B,104637,Grossistes,A15,4101,GR-PCDT,12/4/17,12/2017,1.2500000000E+01
SUNABEL,MBK B,104637,Grossistes,A15,4201,GR-PCDT,7/31/17,7/2017,2.2500000000E+01
SUNABEL,MBK B,101965,Grossistes,A04,4101,GR-PCDT,12/27/18,12/2018,5.0000000000E-01
SUNABEL,MBK B,110122,Grossistes,A15,4201,GR-PCDT,11/28/18,11/2018,2.0500000000E+01
SUNABEL,MBK B,104007,Grossistes,A15,4101,GR-PCDT,6/21/18,6/2018,7.5000000000E+00
SUNABEL,MBK B,102308,Industriels,A04,4508,GR-GCDT,1/4/18,1/2018,5.4500000000E+01
SUNABEL,MBK B,106029,Grossistes,A15,4201,GR-PCDT,12/14/17,12/2017,1.0900000000E+01
SUNABEL,MBK B,104007,Grossistes,A15,4508,GR-GCDT,2/12/18,2/2018,2.5000000000E+00
SUNABEL,MBK B,103086,Grossistes,A15,4201,GR-PCDT,7/10/18,7/2018,1.0500000000E+01
SUNABEL,MBK B,110024,Grossistes,A15,4104,GR-PCDT,10/19/17,10/2017,-5.0000000000E-01
SUNABEL,MBK B,110024,Grossistes,A15,4204,GR-PCDT,10/12/17,10/2017,6.5000000000E+00
SUNABEL,MBK B,110045,Grossistes,A15,4101,GR-PCDT,10/26/18,10/2018,5.5000000000E+00
SUNABEL,MBK B,100421,Grossistes,A15,4201,GR-PCDT,12/23/17,12/2017,6.5000000000E+00
SUNABEL,MBK B,100994,Industriels,A07,4508,GR-GCDT,5/29/18,5/2018,2.5500000000E+01
SUNABEL,MBK B,101978,Grossistes,A06,4101,GR-PCDT,10/13/17,10/2017,5.0000000000E-01
SUNABEL,MBK B,102000,Grossistes,A15,4201,GR-PCDT,7/14/18,7/2018,8.5000000000E+00
SUNABEL,MBK B,102617,Grossistes,A15,4201,GR-PCDT,1/26/17,1/2017,8.5000000000E+00
SUNABEL,MBK B,104028,Grossistes,A15,4508,GR-GCDT,7/17/18,7/2018,-5.0000000000E-01
SUNABEL,MBK B,102001,Grossistes,A06,4201,GR-PCDT,9/6/18,9/2018,5.1500000000E+01
SUNABEL,MBK B,102719,Grossistes,A15,4201,GR-PCDT,3/13/18,3/2018,8.5000000000E+00
SUNABEL,MBK B,101978,Grossistes,A06,4101,GR-PCDT,9/7/18,9/2018,8.5000000000E+00
SUNABEL,MBK B,110206,Grossistes,A15,4201,GR-PCDT,11/27/18,11/2018,1.0500000000E+01
SUNABEL,MBK B,100008,Grossistes,A04,4204,GR-PCDT,10/2/17,10/2017,1.2500000000E+01
SUNABEL,MBK B,105038,Grossistes,A04,4507,GR-GCDT,6/21/17,6/2017,1.1500000000E+01
SUNABEL,MBK B,101687,Grossistes,A04,4201,GR-PCDT,7/5/17,7/2017,2.6500000000E+01
SUNABEL,MBK B,102714,Grossistes,A15,4201,GR-PCDT,8/13/18,8/2018,1.1000000000E+01
SUNABEL,MBK B,102000,Grossistes,A15,4101,GR-PCDT,6/1/18,6/2018,5.0000000000E-01
SUNABEL,MBK B,110074,Grossistes,A15,4101,GR-PCDT,8/29/18,8/2018,3.5000000000E+00
SUNABEL,MBK B,102184,Grossistes,A15,4201,GR-PCDT,6/23/17,6/2017,3.8300000000E+01
SUNABEL,MBK B,100620,Grossistes,A15,4508,GR-GCDT,8/24/17,8/2017,5.0000000000E-01
SUNABEL,MBK B,102000,Grossistes,A15,4201,GR-PCDT,7/21/18,7/2018,9.0000000000E+00
SUNABEL,MBK B,101978,Grossistes,A06,4201,GR-PCDT,5/31/18,5/2018,5.2500000000E+01
SUNABEL,MBK B,102000,Grossistes,A15,4507,GR-GCDT,2/14/17,2/2017,1.5000000000E+00
SUNABEL,MBK B,104026,Grossistes,A15,4201,GR-PCDT,5/16/18,5/2018,9.5000000000E+00
SUNABEL,MBK B,102184,Grossistes,A15,4101,GR-PCDT,1/16/17,1/2017,5.0000000000E-01
SUNABEL,MBK B,102703,Grossistes,A05,4201,GR-PCDT,6/28/17,6/2017,2.8500000000E+01
SUNABEL,MBK B,100421,Grossistes,A15,4101,GR-PCDT,12/14/18,12/2018,5.0000000000E-01
SUNABEL,MBK B,100421,Grossistes,A15,4507,GR-GCDT,8/29/18,8/2018,5.0000000000E-01
SUNABEL,MBK B,104637,Grossistes,A15,4101,GR-PCDT,11/2/17,11/2017,2.5000000000E+00
SUNABEL,MBK B,110096,Grossistes,A06,4101,GR-PCDT,9/10/18,9/2018,3.5000000000E+00
SUNABEL,MBK B,100008,Grossistes,A04,4508,GR-GCDT,1/3/17,1/2017,3.9500000000E+01
SUNABEL,MBK B,103086,Grossistes,A15,4201,GR-PCDT,7/23/18,7/2018,9.5000000000E+00
SUNABEL,MBK B,110045,Grossistes,A15,4101,GR-PCDT,11/12/18,11/2018,2.5000000000E+00
SUNABEL,MBK B,100620,Grossistes,A15,4508,GR-GCDT,7/25/17,7/2017,5.0000000000E-01
SUNABEL,MBK B,104637,Grossistes,A15,4101,GR-PCDT,11/9/17,11/2017,7.5000000000E+00
SUNABEL,MBK B,104028,Grossistes,A15,4508,GR-GCDT,7/3/17,7/2017,-5.0000000000E-01
SUNABEL,MBK B,103093,Grossistes,A15,4201,GR-PCDT,9/5/17,9/2017,6.8500000000E+01
SUNABEL,MBK B,110025,Grossistes,A15,4101,GR-PCDT,9/23/17,9/2017,1.5000000000E+00
SUNABEL,MBK B,110045,Grossistes,A15,4101,GR-PCDT,7/29/17,7/2017,9.5000000000E+00
SUNABEL,MBK B,110025,Grossistes,A15,4201,GR-PCDT,1/7/17,1/2017,1.0500000000E+01
SUNABEL,MBK B,100008,Grossistes,A04,4507,GR-GCDT,5/12/17,5/2017,2.6500000000E+01
SUNABEL,MBK B,101956,Grossistes,A15,4201,GR-PCDT,2/14/17,2/2017,1.0500000000E+01
SUNABEL,MBK B,104026,Grossistes,A15,4508,GR-GCDT,1/7/17,1/2017,-5.0000000000E-01
SUNABEL,MBK B,104028,Grossistes,A15,4201,GR-PCDT,11/25/17,11/2017,8.5000000000E+00
SUNABEL,MBK B,103093,Grossistes,A15,4201,GR-PCDT,10/13/17,10/2017,5.7000000000E+01
SUNABEL,MBK B,104026,Grossistes,A15,4101,GR-PCDT,9/16/17,9/2017,1.5000000000E+00
SUNABEL,MBK B,100421,Grossistes,A15,4201,GR-PCDT,9/15/18,9/2018,4.7000000000E+00
SUNABEL,MBK B,103086,Grossistes,A15,4101,GR-PCDT,12/6/17,12/2017,5.0000000000E-01
SUNABEL,MBK B,102096,Grossistes,A15,4101,GR-PCDT,9/15/17,9/2017,-5.0000000000E-01
SUNABEL,MBK B,106029,Grossistes,A15,4201,GR-PCDT,12/24/18,12/2018,2.0500000000E+01
SUNABEL,MBK B,102703,Grossistes,A05,4104,GR-PCDT,10/4/17,10/2017,6.5000000000E+00
SUNABEL,MBK B,104637,Grossistes,A15,4201,GR-PCDT,10/5/18,10/2018,1.8500000000E+01
SUNABEL,MBK B,104637,Grossistes,A15,4201,GR-PCDT,5/16/18,5/2018,1.3500000000E+01
SUNABEL,MBK B,102000,Grossistes,A15,4101,GR-PCDT,11/24/17,11/2017,2.5000000000E+00
SUNABEL,MBK B,110204,Grossistes,A15,4101,GR-PCDT,12/31/18,12/2018,5.5000000000E+00
SUNABEL,MBK B,106077,Grossistes,A06,4101,GR-PCDT,7/26/17,7/2017,2.6500000000E+01
SUNABEL,MBK B,102714,Grossistes,A15,4508,GR-GCDT,3/8/17,3/2017,1.1500000000E+01
SUNABEL,MBK B,101964,Grossistes,A15,4201,GR-PCDT,10/16/18,10/2018,1.1200000000E+01
SUNABEL,MBK B,102719,Grossistes,A15,4101,GR-PCDT,8/29/17,8/2017,2.5000000000E+00
SUNABEL,MBK B,104026,Grossistes,A15,4201,GR-PCDT,11/3/17,11/2017,9.5000000000E+00
SUNABEL,MBK B,104007,Grossistes,A15,4201,GR-PCDT,2/2/18,2/2018,3.5000000000E+00
