Société,Site commercial,Numéro de client,Groupe de clients,Agence commerciale,Article,Groupe de marchandises,Jour calendaire,Mois/Année,Poids net
SUTA,Oulad Ayad,110261,Grossistes,A07,4100,GR-PCDT,2/14/20,202002,-1.00
SUTA,Oulad Ayad,103913,Grossistes,A09,4500,GR-GCDT,3/1/19,201903,4.50
SUTA,Oulad Ayad,104646,Grossistes,A02,4500,GR-GCDT,12/4/19,201912,-0.50
SUTA,Oulad Ayad,103082,Grossistes,A09,4205,GR-PCDT,6/3/20,202006,-0.30
SUTA,Oulad Ayad,110145,Grossistes,A09,1000,Pain,11/28/19,201911,10.50
SUTA,Oulad Ayad,102157,Grossistes,A02,4500,GR-GCDT,10/8/20,202010,0.50
SUTA,Oulad Ayad,110101,Grossistes,A07,4205,GR-PCDT,6/20/20,202006,4.50
SUTA,Oulad Ayad,101845,Grossistes,A02,4205,GR-PCDT,1/28/19,201901,2.22
SUTA,Oulad Ayad,110277,Grossistes,A09,4205,GR-PCDT,12/16/20,202012,0.90
SUTA,Oulad Ayad,110242,Grossistes,A09,4100,GR-PCDT,11/4/20,202011,-0.50
SUTA,Oulad Ayad,110277,Grossistes,A09,4500,GR-GCDT,11/30/19,201911,1.50
SUTA,Oulad Ayad,110040,Grossistes,A09,4500,GR-GCDT,5/23/19,201905,0.50
SUTA,Oulad Ayad,110241,Grossistes,A09,4500,GR-GCDT,1/17/20,202001,0.50
SUTA,Oulad Ayad,101675,Grossistes,A02,4205,GR-PCDT,10/10/19,201910,-0.90
SUTA,Oulad Ayad,104646,Grossistes,A02,4100,GR-PCDT,10/3/19,201910,-0.90
SUTA,Oulad Ayad,110040,Grossistes,A09,1000,Pain,5/8/19,201905,5.94
SUTA,Oulad Ayad,110241,Grossistes,A09,4100,GR-PCDT,3/7/20,202003,-1.00
SUTA,Oulad Ayad,101675,Grossistes,A02,4205,GR-PCDT,9/30/20,202009,3.49
SUTA,Oulad Ayad,110054,Grossistes,A07,4500,GR-GCDT,4/10/19,201904,0.50
SUTA,Oulad Ayad,110019,Grossistes,A07,4500,GR-GCDT,3/14/19,201903,19.00
SUTA,Oulad Ayad,110040,Grossistes,A09,4205,GR-PCDT,1/5/19,201901,2.10
SUTA,Oulad Ayad,110277,Grossistes,A09,1000,Pain,9/28/20,202009,13.54
SUTA,Oulad Ayad,105983,Grossistes,A01,4500,GR-GCDT,7/4/19,201907,9.50
SUTA,Oulad Ayad,110277,Grossistes,A09,1000,Pain,7/23/20,202007,26.18
SUTA,Oulad Ayad,110019,Grossistes,A07,4500,GR-GCDT,8/29/20,202008,2.00
SUTA,Oulad Ayad,105941,Grossistes,A07,4205,GR-PCDT,6/26/19,201906,12.50
SUTA,Oulad Ayad,104646,Grossistes,A02,4500,GR-GCDT,11/30/20,202011,-0.50
SUTA,Oulad Ayad,110019,Grossistes,A07,4205,GR-PCDT,10/21/19,201910,3.54
SUTA,Oulad Ayad,103095,Grossistes,A02,4500,GR-GCDT,12/9/20,202012,2.50
SUTA,Oulad Ayad,105683,Grossistes,A09,4500,GR-GCDT,8/9/19,201908,1.50
SUTA,Oulad Ayad,101747,Grossistes,A09,1000,Pain,12/30/20,202012,17.27
SUTA,Oulad Ayad,101901,Grossistes,A09,4205,GR-PCDT,7/14/20,202007,6.90
SUTA,Oulad Ayad,104646,Grossistes,A02,4500,GR-GCDT,11/7/20,202011,-0.50
SUTA,Oulad Ayad,103601,Grossistes,A09,1000,Pain,2/1/19,201902,8.10
SUTA,Oulad Ayad,101901,Grossistes,A09,4205,GR-PCDT,5/22/20,202005,6.90
SUTA,Oulad Ayad,102159,Industriels,A01,4500,GR-GCDT,7/22/20,202007,23.50
SUTA,Oulad Ayad,104646,Grossistes,A02,4205,GR-PCDT,3/9/20,202003,3.30
SUTA,Oulad Ayad,104019,Grossistes,A07,1000,Pain,1/10/19,201901,8.90
SUTA,Oulad Ayad,100001,Grossistes,A09,1000,Pain,10/11/19,201910,0.10
SUTA,Oulad Ayad,110277,Grossistes,A09,4100,GR-PCDT,2/11/20,202002,-0.50
SUTA,Oulad Ayad,110101,Grossistes,A07,1000,Pain,8/6/19,201908,5.70
SUTA,Oulad Ayad,101901,Grossistes,A09,1000,Pain,6/11/19,201906,4.90
SUTA,Oulad Ayad,105683,Grossistes,A09,1000,Pain,3/20/19,201903,4.90
SUTA,Oulad Ayad,106219,Grossistes,A07,4205,GR-PCDT,8/22/19,201908,2.51
SUTA,Oulad Ayad,103082,Grossistes,A09,1000,Pain,2/25/20,202002,12.61
SUTA,Oulad Ayad,105683,Grossistes,A09,1000,Pain,10/31/19,201910,10.50
SUTA,Oulad Ayad,105941,Grossistes,A07,4100,GR-PCDT,11/4/20,202011,12.00
SUTA,Oulad Ayad,110040,Grossistes,A09,1000,Pain,4/10/19,201904,3.30
SUTA,Oulad Ayad,105997,Grossistes,A01,4100,GR-PCDT,12/7/20,202012,0.10
SUTA,Oulad Ayad,104019,Grossistes,A07,4500,GR-GCDT,4/11/20,202004,5.50
SUTA,Oulad Ayad,110145,Grossistes,A09,1000,Pain,10/22/19,201910,13.70
SUTA,Oulad Ayad,110019,Grossistes,A07,1000,Pain,6/3/19,201906,0.74
SUTA,Oulad Ayad,103082,Grossistes,A09,4205,GR-PCDT,5/20/19,201905,0.08
SUTA,Oulad Ayad,100994,Industriels,A07,4500,GR-GCDT,7/4/20,202007,52.50
SUTA,Oulad Ayad,101163,Grossistes,A07,4100,GR-PCDT,3/7/19,201903,0.50
SUTA,Oulad Ayad,105683,Grossistes,A09,1000,Pain,10/4/19,201910,17.70
SUTA,Oulad Ayad,101747,Grossistes,A09,4205,GR-PCDT,6/3/20,202006,0.90
SUTA,Oulad Ayad,101938,Grossistes,A09,4205,GR-PCDT,2/25/19,201902,-0.30
SUTA,Oulad Ayad,101845,Grossistes,A02,4205,GR-PCDT,8/22/20,202008,-0.20
SUTA,Oulad Ayad,106219,Grossistes,A07,4100,GR-PCDT,1/23/20,202001,-0.50
SUTA,Oulad Ayad,108093,Grossistes,A09,1000,Pain,1/7/19,201901,6.50
SUTA,Oulad Ayad,110242,Grossistes,A09,4205,GR-PCDT,10/6/20,202010,0.90
SUTA,Oulad Ayad,105992,Grossistes,A09,1000,Pain,5/15/19,201905,10.50
SUTA,Oulad Ayad,104019,Grossistes,A07,4100,GR-PCDT,10/7/20,202010,-0.50
SUTA,Oulad Ayad,101845,Grossistes,A02,4500,GR-GCDT,6/17/19,201906,2.50
SUTA,Oulad Ayad,105997,Grossistes,A01,4205,GR-PCDT,4/16/20,202004,25.50
SUTA,Oulad Ayad,110040,Grossistes,A09,4205,GR-PCDT,6/18/19,201906,11.27
SUTA,Oulad Ayad,104019,Grossistes,A07,1000,Pain,7/2/20,202007,8.90
SUTA,Oulad Ayad,104019,Grossistes,A07,4100,GR-PCDT,3/19/20,202003,-0.50
SUTA,Oulad Ayad,101750,Grossistes,A09,4100,GR-PCDT,3/28/19,201903,0.50
SUTA,Oulad Ayad,103082,Grossistes,A09,1000,Pain,10/3/20,202010,8.69
SUTA,Oulad Ayad,104646,Grossistes,A02,4100,GR-PCDT,9/11/19,201909,-0.50
SUTA,Oulad Ayad,110241,Grossistes,A09,4500,GR-GCDT,6/18/19,201906,-0.50
SUTA,Oulad Ayad,110145,Grossistes,A09,4205,GR-PCDT,5/6/19,201905,9.30
SUTA,Oulad Ayad,105992,Grossistes,A09,4100,GR-PCDT,4/30/19,201904,0.50
SUTA,Oulad Ayad,108093,Grossistes,A09,4100,GR-PCDT,10/24/20,202010,0.50
SUTA,Oulad Ayad,105992,Grossistes,A09,4100,GR-PCDT,12/30/19,201912,0.50
SUTA,Oulad Ayad,110230,Grossistes,A09,4500,GR-GCDT,2/29/20,202002,-1.00
SUTA,Oulad Ayad,103137,Grossistes,A07,1000,Pain,8/20/19,201908,14.50
SUTA,Oulad Ayad,104019,Grossistes,A07,4100,GR-PCDT,3/4/20,202003,-1.00
SUTA,Oulad Ayad,104019,Grossistes,A07,4500,GR-GCDT,1/2/19,201901,7.00
SUTA,Oulad Ayad,104019,Grossistes,A07,4100,GR-PCDT,4/22/19,201904,0.00
SUTA,Oulad Ayad,105992,Grossistes,A09,1000,Pain,7/21/20,202007,18.18
SUTA,Oulad Ayad,103082,Grossistes,A09,1000,Pain,5/20/19,201905,6.90
SUTA,Oulad Ayad,101750,Grossistes,A09,4205,GR-PCDT,2/26/19,201902,-0.90
SUTA,Oulad Ayad,101845,Grossistes,A02,4100,GR-PCDT,11/4/19,201911,0.50
SUTA,Oulad Ayad,101845,Grossistes,A02,4500,GR-GCDT,11/3/20,202011,4.50
SUTA,Oulad Ayad,104019,Grossistes,A07,4205,GR-PCDT,3/13/20,202003,-0.90
SUTA,Oulad Ayad,110019,Grossistes,A07,4205,GR-PCDT,2/5/19,201902,-0.90
SUTA,Oulad Ayad,101675,Grossistes,A02,4100,GR-PCDT,1/18/20,202001,-1.00
SUTA,Oulad Ayad,103051,Grossistes,A09,4205,GR-PCDT,4/3/19,201904,1.07
SUTA,Oulad Ayad,101750,Grossistes,A09,4500,GR-GCDT,9/12/20,202009,1.50
SUTA,Oulad Ayad,110237,Grossistes,A02,4500,GR-GCDT,8/13/20,202008,4.50
SUTA,Oulad Ayad,110019,Grossistes,A07,4500,GR-GCDT,8/25/20,202008,5.00
SUTA,Oulad Ayad,103051,Grossistes,A09,1000,Pain,9/25/19,201909,4.50
SUTA,Oulad Ayad,101675,Grossistes,A02,4100,GR-PCDT,11/12/19,201911,-1.00
SUTA,Oulad Ayad,110236,Grossistes,A09,4205,GR-PCDT,6/13/20,202006,12.90
SUTA,Oulad Ayad,110145,Grossistes,A09,4205,GR-PCDT,4/17/20,202004,8.10
SUTA,Oulad Ayad,102633,Grossistes,A09,4500,GR-GCDT,8/12/20,202008,1.50
SUTA,Oulad Ayad,103051,Grossistes,A09,4205,GR-PCDT,10/4/19,201910,-0.78
SUTA,Oulad Ayad,105997,Grossistes,A01,4100,GR-PCDT,7/11/20,202007,-0.50
SUTA,Oulad Ayad,101938,Grossistes,A09,4100,GR-PCDT,3/26/19,201903,0.00
SUTA,Oulad Ayad,100001,Grossistes,A09,4205,GR-PCDT,7/26/19,201907,-0.30
SUTA,Oulad Ayad,104019,Grossistes,A07,4100,GR-PCDT,11/3/20,202011,-1.10
SUTA,Oulad Ayad,103051,Grossistes,A09,4205,GR-PCDT,1/8/19,201901,0.50
SUTA,Oulad Ayad,103095,Grossistes,A02,4205,GR-PCDT,1/9/20,202001,-0.30
SUTA,Oulad Ayad,110210,Grossistes,A01,4205,GR-PCDT,1/28/20,202001,13.50
SUTA,Oulad Ayad,100994,Industriels,A07,4500,GR-GCDT,7/21/20,202007,52.50
SUTA,Oulad Ayad,106041,Grossistes,A02,4100,GR-PCDT,10/19/19,201910,-0.50
SUTA,Oulad Ayad,110230,Grossistes,A09,4500,GR-GCDT,1/4/20,202001,1.15
SUTA,Oulad Ayad,102157,Grossistes,A02,1000,Pain,10/19/20,202010,-0.88
SUTA,Oulad Ayad,103082,Grossistes,A09,1000,Pain,6/23/20,202006,8.69
SUTA,Oulad Ayad,110237,Grossistes,A02,4500,GR-GCDT,9/29/20,202009,3.50
SUTA,Oulad Ayad,110054,Grossistes,A07,1000,Pain,6/17/19,201906,0.85
SUTA,Oulad Ayad,110145,Grossistes,A09,4500,GR-GCDT,1/21/19,201901,2.50
SUTA,Oulad Ayad,110040,Grossistes,A09,4205,GR-PCDT,12/3/20,202012,4.50
SUTA,Oulad Ayad,101675,Grossistes,A02,4205,GR-PCDT,7/19/19,201907,-0.90
SUTA,Oulad Ayad,110145,Grossistes,A09,4500,GR-GCDT,12/9/19,201912,9.50
SUTA,Oulad Ayad,101941,Grossistes,A05,4100,GR-PCDT,3/20/19,201903,-0.50
SUTA,Oulad Ayad,103051,Grossistes,A09,4100,GR-PCDT,7/22/19,201907,-1.00
SUTA,Oulad Ayad,101829,Grossistes,A02,1000,Pain,8/8/19,201908,9.70
SUTA,Oulad Ayad,104019,Grossistes,A07,4500,GR-GCDT,6/20/19,201906,8.00
SUTA,Oulad Ayad,110040,Grossistes,A09,1000,Pain,4/9/19,201904,13.30
SUTA,Oulad Ayad,110019,Grossistes,A07,4500,GR-GCDT,4/25/19,201904,9.50
SUTA,Oulad Ayad,105940,Grossistes,A02,1000,Pain,7/27/19,201907,25.51
SUTA,Oulad Ayad,105997,Grossistes,A01,1000,Pain,10/14/20,202010,11.30
SUTA,Oulad Ayad,104646,Grossistes,A02,4100,GR-PCDT,3/30/20,202003,-0.50
SUTA,Oulad Ayad,102157,Grossistes,A02,4205,GR-PCDT,4/6/20,202004,-0.64
SUTA,Oulad Ayad,103082,Grossistes,A09,4205,GR-PCDT,9/24/20,202009,0.06
SUTA,Oulad Ayad,102159,Industriels,A01,4500,GR-GCDT,3/9/19,201903,23.50
SUTA,Oulad Ayad,101747,Grossistes,A09,1000,Pain,1/18/19,201901,9.38
SUTA,Oulad Ayad,106186,Grossistes,A02,4100,GR-PCDT,1/16/19,201901,-0.90
SUTA,Oulad Ayad,101845,Grossistes,A02,4205,GR-PCDT,10/31/19,201910,2.22
SUTA,Oulad Ayad,101750,Grossistes,A09,1000,Pain,3/6/19,201903,15.30
SUTA,Oulad Ayad,110101,Grossistes,A07,4100,GR-PCDT,6/20/19,201906,-1.30
SUTA,Oulad Ayad,106219,Grossistes,A07,4500,GR-GCDT,9/10/19,201909,4.50
SUTA,Oulad Ayad,101845,Grossistes,A02,4205,GR-PCDT,7/9/20,202007,2.24
SUTA,Oulad Ayad,105940,Grossistes,A02,1000,Pain,10/17/20,202010,52.52
SUTA,Oulad Ayad,110241,Grossistes,A09,4500,GR-GCDT,8/13/20,202008,1.50
SUTA,Oulad Ayad,100001,Grossistes,A09,4205,GR-PCDT,8/30/19,201908,0.30
SUTA,Oulad Ayad,100004,Grossistes,A05,4500,GR-GCDT,1/14/20,202001,6.50
SUTA,Oulad Ayad,110040,Grossistes,A09,4500,GR-GCDT,3/12/19,201903,0.50
SUTA,Oulad Ayad,110145,Grossistes,A09,4500,GR-GCDT,12/18/19,201912,2.50
SUTA,Oulad Ayad,104646,Grossistes,A02,4100,GR-PCDT,4/8/20,202004,-0.50
SUTA,Oulad Ayad,110285,Grossistes,A05,4205,GR-PCDT,6/10/20,202006,8.58
SUTA,Oulad Ayad,103051,Grossistes,A09,4500,GR-GCDT,12/18/20,202012,-0.50
SUTA,Oulad Ayad,102157,Grossistes,A02,1000,Pain,8/8/20,202008,6.56
SUTA,Oulad Ayad,101750,Grossistes,A09,1000,Pain,10/1/19,201910,4.90
SUTA,Oulad Ayad,101750,Grossistes,A09,4500,GR-GCDT,7/5/19,201907,1.00
SUTA,Oulad Ayad,110277,Grossistes,A09,1000,Pain,6/26/20,202006,20.42
SUTA,Oulad Ayad,110145,Grossistes,A09,4500,GR-GCDT,3/5/19,201903,20.50
SUTA,Oulad Ayad,106041,Grossistes,A02,4205,GR-PCDT,12/28/20,202012,0.30
SUTA,Oulad Ayad,101901,Grossistes,A09,1000,Pain,10/25/19,201910,3.30
SUTA,Oulad Ayad,103051,Grossistes,A09,1000,Pain,9/26/19,201909,6.50
SUTA,Oulad Ayad,110241,Grossistes,A09,4205,GR-PCDT,4/29/20,202004,2.10
SUTA,Oulad Ayad,110230,Grossistes,A09,4205,GR-PCDT,12/8/20,202012,3.30
SUTA,Oulad Ayad,102633,Grossistes,A09,4205,GR-PCDT,5/26/20,202005,0.54
SUTA,Oulad Ayad,103137,Grossistes,A07,4100,GR-PCDT,7/18/19,201907,-0.50
SUTA,Oulad Ayad,101465,Grossistes,A02,4205,GR-PCDT,12/16/19,201912,-0.30
SUTA,Oulad Ayad,106041,Grossistes,A02,4500,GR-GCDT,1/23/19,201901,0.50
SUTA,Oulad Ayad,105992,Grossistes,A09,4100,GR-PCDT,5/30/20,202005,2.50
SUTA,Oulad Ayad,110145,Grossistes,A09,4205,GR-PCDT,9/6/19,201909,0.90
SUTA,Oulad Ayad,104019,Grossistes,A07,4205,GR-PCDT,6/20/20,202006,2.10
SUTA,Oulad Ayad,105997,Grossistes,A01,1000,Pain,1/22/20,202001,34.82
SUTA,Oulad Ayad,108093,Grossistes,A09,4100,GR-PCDT,10/3/20,202010,-0.30
SUTA,Oulad Ayad,103051,Grossistes,A09,1000,Pain,7/25/20,202007,19.30
SUTA,Oulad Ayad,110259,Grossistes,A07,1000,Pain,3/28/20,202003,14.50
SUTA,Oulad Ayad,101829,Grossistes,A02,4100,GR-PCDT,6/13/20,202006,-1.00
SUTA,Oulad Ayad,110241,Grossistes,A09,1000,Pain,6/30/20,202006,0.90
SUTA,Oulad Ayad,101750,Grossistes,A09,4205,GR-PCDT,6/27/20,202006,-0.30
SUTA,Oulad Ayad,105992,Grossistes,A09,4500,GR-GCDT,6/10/20,202006,2.50
SUTA,Oulad Ayad,105997,Grossistes,A01,4500,GR-GCDT,7/27/20,202007,1.50
SUTA,Oulad Ayad,100004,Grossistes,A05,4500,GR-GCDT,8/9/19,201908,5.50
SUTA,Oulad Ayad,110230,Grossistes,A09,4500,GR-GCDT,6/15/19,201906,-0.50
SUTA,Oulad Ayad,110230,Grossistes,A09,4100,GR-PCDT,5/21/20,202005,2.50
SUTA,Oulad Ayad,110241,Grossistes,A09,4205,GR-PCDT,9/27/19,201909,5.70
SUTA,Oulad Ayad,103557,Grossistes,A07,4205,GR-PCDT,7/2/20,202007,-0.30
SUTA,Oulad Ayad,103062,Grossistes,A02,4500,GR-GCDT,3/4/20,202003,10.50
SUTA,Oulad Ayad,105992,Grossistes,A09,1000,Pain,10/19/20,202010,18.90
SUTA,Oulad Ayad,105940,Grossistes,A02,4205,GR-PCDT,12/24/19,201912,28.50
SUTA,Oulad Ayad,100001,Grossistes,A09,4100,GR-PCDT,1/18/19,201901,-0.50
SUTA,Oulad Ayad,102633,Grossistes,A09,4205,GR-PCDT,8/24/20,202008,-0.78
